"LSOA11CD","imdscore","imdrank"
"E01009693",12.084,21700
"E01009694",7.566,27289
"E01009695",10.182,23974
"E01009696",7.041,27917
"E01009704",6.233,28891
"E01009705",5.098,30199
"E01009636",31.02,7752
"E01009637",55.009,1461
"E01009638",80.283,30
"E01009639",48.156,2572
"E01009640",55.099,1447
"E01009641",41.403,4095
"E01009697",8.793,25704
"E01009698",7.219,27720
"E01009703",18.649,15354
"E01009706",9.194,25205
"E01009649",13.656,19979
"E01009684",39.273,4731
"E01009685",15.995,17632
"E01009686",9.306,25079
"E01009687",10.2,23952
"E01009615",20.18,14082
"E01009616",20.142,14122
"E01009617",22.297,12533
"E01009618",14.834,18807
"E01009620",31.168,7678
"E01009621",31.437,7554
"E01009633",29.767,8347
"E01009634",23.555,11711
"E01009635",36.308,5662
"E01009661",37.183,5387
"E01009674",36.178,5703
"E01009699",15.661,17969
"E01009700",61.218,813
"E01009701",30.986,7760
"E01009702",48.376,2536
"E01009688",22.935,12087
"E01009689",24.628,11055
"E01009690",19.258,14819
"E01009691",21.768,12888
"E01009548",21.264,13260
"E01009553",29.69,8384
"E01009642",35.593,5918
"E01009651",64.4,576
"E01009676",15.525,18118
"E01009681",15.118,18516
"E01009682",14.141,19493
"E01009683",25.865,10368
"E01009532",14.999,18645
"E01009535",14.491,19148
"E01009536",8.581,26010
"E01009543",6.384,28719
"E01009707",11.812,22016
"E01009708",15.211,18427
"E01009554",12.832,20866
"E01009555",9.345,25024
"E01009556",17.51,16314
"E01009557",7.557,27298
"E01009558",12.497,21217
"E01009559",10.726,23342
"E01009537",35.659,5893
"E01009538",35.978,5777
"E01009611",45.431,3100
"E01009612",49.238,2362
"E01032527",32.881,6969
"E01032528",34.568,6320
"E01009679",47.578,2681
"E01032531",53.067,1721
"E01032532",14.121,19510
"E01032533",8.432,26194
"E01009549",8.29,26372
"E01009550",12.978,20697
"E01009552",26.944,9751
"E01032534",27.889,9234
"E01032535",12.879,20818
"E01009544",29.169,8630
"E01009619",32.679,7055
"E01032529",26.79,9834
"E01032530",18.265,15644
"E01009539",74.63,119
"E01009540",64.63,563
"E01009541",45.5,3083
"E01009542",71.678,209
"E01009560",5.152,30139
"E01009561",21.166,13331
"E01009562",12.363,21378
"E01009563",2.756,32260
"E01009672",5.093,30202
"E01009666",6.205,28925
"E01009667",7.344,27574
"E01009668",9.477,24848
"E01009670",4.756,30541
"E01009665",8.652,25900
"E01009669",10.976,23038
"E01009671",7.543,27307
"E01033058",17.67,16171
"E01009588",46.711,2845
"E01009592",35.755,5858
"E01009596",35.137,6093
"E01009597",29.369,8526
"E01032587",29.21,8611
"E01027558",8.121,26593
"E01027559",16.032,17605
"E01027569",17.204,16578
"E01027570",14.326,19314
"E01027562",15.725,17886
"E01027567",6.173,28964
"E01027585",11.096,22901
"E01027568",8.635,25930
"E01027571",12.076,21712
"E01027572",13.581,20064
"E01027573",14.935,18709
"E01027557",16.468,17230
"E01027561",4.355,30937
"E01027576",2.572,32366
"E01027574",5.585,29636
"E01027575",8.131,26579
"E01027577",6.937,28051
"E01027579",35.092,6114
"E01027578",17.238,16544
"E01027580",35.928,5801
"E01027581",23.556,11710
"E01027582",18.277,15634
"E01027556",7.936,26822
"E01027560",14.492,19145
"E01027563",8.959,25505
"E01027586",10.042,24159
"E01027555",6.697,28365
"E01027564",19.545,14624
"E01027565",5.359,29935
"E01027566",9.999,24230
"E01027583",7.428,27456
"E01027584",12.458,21268
"E01031573",23.978,11442
"E01031574",17.729,16123
"E01031575",24.585,11082
"E01031576",23.708,11616
"E01031577",19.445,14702
"E01031586",14.879,18767
"E01031587",10.185,23971
"E01031588",6.316,28794
"E01031590",5.94,29253
"E01031593",6.981,27997
"E01031570",19.083,14980
"E01031571",19.685,14527
"E01031572",26.594,9946
"E01031609",30.01,8236
"E01031610",23.412,11791
"E01031583",19.912,14318
"E01031584",18.682,15324
"E01031585",19.487,14667
"E01031601",14.71,18932
"E01032835",9.989,24246
"E01032836",18.069,15827
"E01031589",6.501,28584
"E01031591",14.504,19133
"E01031594",17.766,16091
"E01031600",17.898,15985
"E01031603",10.996,23010
"E01031564",10.159,24009
"E01031565",18.216,15699
"E01031566",13.151,20514
"E01031567",12.451,21279
"E01031568",18.139,15767
"E01031596",22.204,12609
"E01031597",11.804,22027
"E01031598",26.628,9922
"E01031599",19.915,14315
"E01031608",21.944,12784
"E01031578",3.945,31338
"E01031580",5.332,29959
"E01031581",3.272,31897
"E01031592",5.962,29227
"E01031560",9.951,24292
"E01031561",7.792,27006
"E01031562",26.05,10257
"E01031563",6.999,27973
"E01031579",14.919,18721
"E01031582",7.355,27551
"E01031547",25.272,10724
"E01031548",27.299,9564
"E01031549",24.354,11229
"E01031550",22.745,12234
"E01031569",27.306,9560
"E01031595",19.909,14323
"E01031604",16.93,16819
"E01031605",19.152,14919
"E01031606",16.895,16848
"E01031607",13.501,20160
"E01031546",23.539,11722
"E01031551",22.204,12610
"E01031553",26.5,10006
"E01031554",16.635,17075
"E01031555",32.148,7270
"E01031552",27.353,9538
"E01031556",29.592,8427
"E01031557",16.366,17321
"E01031558",41.018,4214
"E01031559",28.51,8912
"E01001137",26.013,10280
"E01001138",16.605,17106
"E01001156",27.357,9535
"E01001162",28.173,9087
"E01001164",20.387,13923
"E01001084",14.987,18653
"E01001157",20.458,13870
"E01001159",16.393,17299
"E01001160",15.435,18206
"E01001163",16.016,17615
"E01001083",15.276,18362
"E01001086",17.572,16263
"E01001087",25.614,10517
"E01001161",43.199,3606
"E01001085",22.918,12104
"E01001088",18.641,15360
"E01001089",31.341,7599
"E01001090",24.583,11084
"E01001091",17.543,16286
"E01001147",33.259,6815
"E01001148",22.719,12248
"E01001151",39.899,4535
"E01001152",35.793,5844
"E01001158",21.648,12971
"E01001146",21.968,12773
"E01001149",18.971,15076
"E01001150",23.666,11647
"E01001153",25.255,10733
"E01001154",32.233,7229
"E01001136",41.279,4133
"E01001139",21.965,12774
"E01001140",23.259,11875
"E01001142",21.625,12986
"E01001144",38.433,4986
"E01001141",29.784,8336
"E01001143",34.219,6443
"E01001145",47.834,2632
"E01001191",34.988,6156
"E01001192",31.323,7605
"E01000994",21.314,13229
"E01000995",22.178,12625
"E01000996",19.459,14691
"E01000997",26.424,10052
"E01000999",24.503,11140
"E01001002",23.491,11750
"E01000998",34.936,6172
"E01001000",33.184,6850
"E01001003",28.175,9085
"E01001111",30.488,7993
"E01001155",48.976,2424
"E01001174",21.656,12966
"E01001175",33.75,6611
"E01001176",25.611,10519
"E01001182",22.274,12560
"E01001183",24.124,11360
"E01001184",16.807,16919
"E01001001",36.429,5620
"E01001109",33.234,6832
"E01001112",37.07,5418
"E01001113",34.737,6255
"E01001114",41.041,4209
"E01001116",29.155,8633
"E01000992",34.224,6442
"E01001185",23.761,11572
"E01001186",31.867,7371
"E01001188",32.957,6934
"E01001193",34.452,6356
"E01001004",27.209,9602
"E01001115",43.998,3417
"E01001117",29.883,8296
"E01001178",57.63,1145
"E01001181",41.35,4114
"E01001006",35.703,5882
"E01001007",21.677,12953
"E01001177",33.414,6749
"E01001179",22.376,12482
"E01001180",26.695,9886
"E01000980",23.095,11977
"E01000981",16.043,17600
"E01000982",19.474,14674
"E01000983",12.482,21233
"E01001187",25.727,10451
"E01000989",10.452,23667
"E01000991",7.206,27738
"E01001131",13.251,20406
"E01001132",8.278,26394
"E01001134",12.802,20905
"E01001005",26.275,10132
"E01001008",34.321,6404
"E01001009",24.097,11374
"E01001010",43.001,3657
"E01001011",35.868,5821
"E01001012",43.637,3511
"E01001013",56.585,1275
"E01001048",33.686,6636
"E01001110",38.965,4808
"E01001118",40.629,4335
"E01000985",8.592,25998
"E01000986",11.946,21863
"E01000987",7.307,27608
"E01000993",12.811,20898
"E01000975",20.999,13468
"E01000976",23.683,11632
"E01000977",32.171,7258
"E01000978",23.362,11820
"E01000979",19.437,14704
"E01000984",28.617,8865
"E01001044",9.847,24410
"E01001046",10.798,23261
"E01001049",11.636,22225
"E01001050",22.12,12664
"E01001014",36.89,5483
"E01001042",39.791,4568
"E01001165",21.791,12875
"E01001166",31.115,7702
"E01001168",19.773,14456
"E01001127",7.11,27853
"E01001128",36.93,5469
"E01001130",39.485,4663
"E01001135",8.293,26366
"E01001062",8.891,25583
"E01001063",7.502,27355
"E01001064",14.425,19209
"E01001129",4.587,30713
"E01001133",10.251,23896
"E01001035",20.209,14055
"E01001043",32.681,7053
"E01001045",29.713,8371
"E01001047",22.379,12480
"E01001170",30.92,7791
"E01001167",21.718,12924
"E01001169",33.369,6772
"E01001171",26.894,9773
"E01001172",42.875,3689
"E01001173",22.42,12453
"E01001036",13.826,19807
"E01001037",24.126,11359
"E01001038",19.659,14547
"E01001039",8.222,26468
"E01001040",16.986,16764
"E01001051",42.969,3665
"E01001052",44.883,3211
"E01001054",37.596,5264
"E01001056",42.934,3673
"E01001057",42.728,3723
"E01001033",17.203,16580
"E01001034",16.373,17317
"E01001041",25.79,10413
"E01001095",19.536,14633
"E01001100",10.44,23678
"E01001053",32.722,7033
"E01001055",41.401,4096
"E01001077",16.48,17217
"E01001078",36.266,5677
"E01001082",34.091,6493
"E01001120",11.472,22417
"E01001122",8.684,25858
"E01001123",7.973,26779
"E01001124",4.549,30751
"E01001125",12.593,21121
"E01001058",13.616,20029
"E01001059",15.178,18464
"E01001060",20.462,13866
"E01001061",26.319,10107
"E01001065",17.148,16628
"E01001066",43.301,3583
"E01001119",7.776,27030
"E01001126",8.538,26064
"E01001032",4.102,31178
"E01001101",4.523,30774
"E01001102",6.135,29022
"E01001107",6.69,28378
"E01001108",4.572,30730
"E01001076",32.594,7079
"E01001079",36.274,5674
"E01001080",55.798,1372
"E01001081",37.08,5413
"E01001073",16.071,17568
"E01001092",21.539,13043
"E01001093",15.074,18566
"E01001096",6.952,28036
"E01001097",23.524,11735
"E01001098",8.021,26714
"E01001028",6.236,28884
"E01001029",17.72,16132
"E01001030",9.777,24486
"E01001031",9.013,25441
"E01001094",8.769,25743
"E01001103",6.518,28569
"E01001105",19.242,14836
"E01001106",10.859,23179
"E01001121",5.586,29635
"E01001069",12.246,21514
"E01001070",15.836,17789
"E01001075",14.792,18853
"E01001099",20.329,13959
"E01001015",25.079,10819
"E01001016",14.761,18888
"E01001023",23.05,12009
"E01001067",6.205,28923
"E01001074",19.873,14363
"E01001068",18.863,15172
"E01001071",12.629,21087
"E01001072",8.384,26258
"E01001104",6.408,28699
"E01001017",8.002,26738
"E01001024",9.694,24586
"E01001025",7.796,26995
"E01001026",11.472,22420
"E01001027",11.083,22912
"E01001018",6.97,28012
"E01001019",5.504,29740
"E01001020",8.19,26501
"E01001021",34.761,6245
"E01001022",9.723,24547
"E01000990",39.646,4608
"E01001189",18.342,15587
"E01001190",27.501,9456
"E01001194",21.714,12927
"E01032569",43.25,3594
"E01023430",6.539,28545
"E01023431",16.714,17011
"E01023432",3.81,31457
"E01023433",9.194,25204
"E01023423",3.207,31945
"E01023424",12.523,21182
"E01023425",2.112,32585
"E01023426",6.135,29021
"E01023418",20.689,13702
"E01023419",6.827,28202
"E01023420",3.131,32009
"E01023352",7.596,27250
"E01023421",3.855,31422
"E01023422",3.078,32052
"E01023434",13.074,20602
"E01023435",12.672,21040
"E01023436",4.922,30377
"E01023437",29.448,8485
"E01023355",4.803,30489
"E01023356",11.222,22742
"E01023416",3.019,32100
"E01023417",6.586,28498
"E01023393",24.426,11184
"E01023394",16.436,17261
"E01023395",23.625,11672
"E01023396",15.623,18010
"E01023397",29.497,8464
"E01023401",24.668,11032
"E01023402",20.085,14179
"E01023403",22.63,12305
"E01023404",35.377,6009
"E01023405",33.166,6854
"E01023361",5.677,29552
"E01023362",2.472,32415
"E01023363",1.372,32791
"E01023364",1.843,32671
"E01023390",17.018,16742
"E01023391",11.625,22235
"E01023399",16.079,17561
"E01023392",20.114,14148
"E01023427",17.948,15944
"E01023428",7.41,27481
"E01023429",18.409,15538
"E01023369",14.443,19191
"E01023370",3.811,31455
"E01023371",2.837,32214
"E01023372",0.806,32839
"E01023345",11.184,22785
"E01023346",28.235,9050
"E01023347",12.291,21464
"E01023348",27.492,9463
"E01023365",8.986,25474
"E01023366",12.064,21731
"E01023367",2.306,32501
"E01023368",1.284,32803
"E01023349",21.667,12960
"E01023350",21.643,12974
"E01023351",12.713,20994
"E01023398",13.281,20384
"E01023400",18.981,15068
"E01023383",8.745,25778
"E01023384",18.244,15667
"E01023385",7.351,27559
"E01023409",15.423,18222
"E01023410",2.992,32124
"E01023411",17.583,16255
"E01023412",2.417,32441
"E01023413",15.135,18498
"E01023354",5.893,29316
"E01023379",3.963,31319
"E01023380",5.46,29798
"E01023381",2.313,32496
"E01023382",12.982,20690
"E01033022",6.03,29149
"E01033023",13.234,20426
"E01023386",16.734,16993
"E01023387",24.107,11369
"E01023388",16.539,17171
"E01023389",5.977,29210
"E01023357",24.336,11241
"E01023358",21.237,13278
"E01023359",16.752,16967
"E01023360",10.243,23906
"E01023414",16.339,17360
"E01023415",9.313,25066
"E01023373",11.432,22482
"E01023374",2.916,32164
"E01023375",6.256,28854
"E01023376",8.281,26390
"E01023377",5.529,29708
"E01023378",6.161,28983
"E01023406",7.745,27062
"E01023407",6.774,28272
"E01023408",2.209,32551
"E01012334",12.742,20967
"E01012335",6.77,28277
"E01012366",13.15,20517
"E01033481",10.196,23959
"E01033482",7.867,26913
"E01012323",16.154,17496
"E01012324",12.818,20892
"E01032545",21.608,12994
"E01032546",6.751,28297
"E01012328",30.463,8004
"E01012329",8.238,26438
"E01012330",5.513,29723
"E01012331",14.441,19193
"E01012349",59.239,986
"E01012350",30.762,7871
"E01012351",10.546,23554
"E01012352",45.606,3053
"E01012325",17.029,16726
"E01012326",29.341,8538
"E01012332",39.702,4590
"E01012333",20.422,13894
"E01012309",8.417,26210
"E01012310",17.569,16264
"E01012311",22.119,12667
"E01012312",50.826,2084
"E01012313",31.619,7473
"E01012314",39.619,4614
"E01012362",35,6151
"E01012363",20.97,13493
"E01012364",19.407,14720
"E01012365",10.923,23091
"E01012353",32.761,7021
"E01012354",54.229,1569
"E01012355",30.492,7990
"E01033483",72.84,170
"E01033484",46.892,2803
"E01012307",31.186,7666
"E01012327",62.12,748
"E01012342",33.91,6559
"E01012343",17.498,16325
"E01012315",4.118,31165
"E01012316",8.488,26125
"E01012360",10.576,23520
"E01012336",4.972,30320
"E01012337",5.33,29965
"E01012347",5.083,30212
"E01012348",4.342,30951
"E01012361",7.264,27666
"E01012304",60.379,897
"E01012305",32.475,7130
"E01012306",30.017,8234
"E01012340",26.358,10086
"E01012341",49.284,2348
"E01012317",16.518,17188
"E01012318",41.06,4200
"E01012319",24.096,11375
"E01012356",23.818,11538
"E01012357",34.1,6492
"E01012358",28.302,9021
"E01012359",63.79,625
"E01012338",17.481,16343
"E01012339",5.97,29220
"E01012344",13.109,20566
"E01012345",13.377,20295
"E01012346",7.148,27818
"E01024148",51.578,1951
"E01024149",27.355,9536
"E01024154",33.185,6849
"E01024155",44.946,3199
"E01024140",12.044,21751
"E01024141",13.026,20649
"E01024143",8.173,26532
"E01024179",24.687,11021
"E01024180",16.556,17154
"E01024181",19.053,15007
"E01024182",29.754,8350
"E01024183",7.733,27082
"E01024184",9.254,25137
"E01024185",10.078,24114
"E01024142",22.562,12347
"E01024176",24.601,11071
"E01024177",45.829,3010
"E01024178",25.56,10546
"E01024156",17.801,16060
"E01024161",16.01,17620
"E01024162",22.372,12484
"E01024163",14.983,18657
"E01024164",21.969,12771
"E01024169",28.15,9097
"E01024170",34.903,6180
"E01024171",17.072,16694
"E01024172",15.232,18410
"E01024144",3.517,31725
"E01024145",8.04,26687
"E01024146",5.252,30033
"E01024147",5.645,29592
"E01024186",6.16,28987
"E01024133",8.545,26055
"E01024136",13.99,19640
"E01024137",12.145,21621
"E01024138",19.053,15006
"E01024139",5.296,29990
"E01024165",40.157,4464
"E01024166",27.121,9656
"E01024167",24.578,11089
"E01024168",19.305,14784
"E01024150",4.639,30660
"E01024151",3.858,31420
"E01024152",14.177,19455
"E01024153",4.752,30545
"E01024173",13.035,20639
"E01024187",13.601,20044
"E01024188",11.194,22777
"E01024189",13.402,20262
"E01024132",22.312,12522
"E01024134",20.693,13701
"E01024135",34.547,6324
"E01024174",15.147,18491
"E01024175",7.858,26919
"E01024157",13.574,20074
"E01024158",10.788,23275
"E01024159",6.716,28335
"E01024160",6.668,28400
"E01027005",14.236,19399
"E01027026",9.569,24742
"E01027030",16.008,17622
"E01027000",10.702,23371
"E01027001",3.924,31360
"E01027002",7.425,27459
"E01027003",7.722,27097
"E01027022",8.275,26396
"E01026994",11.707,22151
"E01026999",13.583,20062
"E01027006",5.604,29616
"E01032968",15.05,18591
"E01026998",8.186,26511
"E01027015",3.146,31996
"E01027016",7.265,27662
"E01027021",8.249,26428
"E01027027",4.78,30512
"E01026997",6.736,28313
"E01027018",6.367,28737
"E01027019",12.351,21393
"E01027020",6.143,29012
"E01027023",11.063,22940
"E01026987",12.8,20906
"E01026989",13.257,20401
"E01026990",9.105,25313
"E01027012",25.17,10782
"E01027014",7.485,27379
"E01026986",17.38,16437
"E01026988",29.755,8349
"E01026991",14.28,19358
"E01026992",33.956,6541
"E01027010",12.259,21498
"E01027007",25.354,10671
"E01027008",10.185,23970
"E01027009",31.351,7592
"E01027013",51.2,2021
"E01027011",11.043,22967
"E01027017",19.662,14545
"E01027024",9.65,24637
"E01027025",15.537,18106
"E01026993",10.457,23659
"E01027004",11.072,22926
"E01027028",9.641,24648
"E01027029",16.144,17503
"E01013461",4.025,31262
"E01013462",7.824,26955
"E01013463",3.498,31739
"E01013464",7.98,26770
"E01013465",4.035,31250
"E01013466",3.682,31578
"E01013467",4.74,30561
"E01013468",3.63,31635
"E01013469",9.75,24518
"E01013574",5.006,30291
"E01013575",8.781,25716
"E01013576",4.377,30912
"E01013577",3.513,31727
"E01013578",3.929,31354
"E01013579",6.617,28459
"E01013580",8.503,26106
"E01013530",19.947,14285
"E01013531",29.035,8683
"E01013532",33.371,6770
"E01013581",36.156,5708
"E01013526",9.622,24676
"E01013527",5.458,29800
"E01013528",16.517,17189
"E01013529",11.84,21982
"E01013505",16.84,16889
"E01013506",19.557,14618
"E01013513",30.924,7786
"E01013534",23.12,11967
"E01013582",21.013,13459
"E01013533",65.006,532
"E01013535",61.847,772
"E01013536",56.259,1310
"E01013537",25.528,10564
"E01013538",39.812,4559
"E01013522",37.407,5323
"E01013523",37.361,5340
"E01013524",26.712,9883
"E01013525",22.491,12403
"E01013548",25.773,10419
"E01013549",28.214,9064
"E01013552",35.029,6136
"E01013553",28.407,8961
"E01013555",26.628,9923
"E01013592",9.329,25044
"E01013594",6.852,28162
"E01013596",7.734,27080
"E01013599",6.426,28674
"E01013547",27.657,9379
"E01013550",45.056,3180
"E01013551",21.073,13400
"E01013554",30.005,8239
"E01013507",17.127,16645
"E01013508",33.612,6669
"E01013509",19.783,14448
"E01013510",31.799,7395
"E01013511",12.964,20710
"E01013512",34.827,6222
"E01013453",28.215,9063
"E01013454",32.151,7268
"E01013456",51.911,1894
"E01013457",31.414,7562
"E01013460",25.866,10367
"E01013479",54.785,1497
"E01013593",9.636,24658
"E01013595",21.033,13441
"E01013597",34.771,6241
"E01013598",35.201,6066
"E01013556",5.878,29335
"E01013557",6.22,28905
"E01013558",11.755,22080
"E01013559",7.253,27685
"E01013564",3.571,31679
"E01013480",74.381,128
"E01013483",41.628,4023
"E01013485",51.046,2047
"E01013565",44.02,3407
"E01013566",66.073,479
"E01013455",29.823,8315
"E01013458",22.573,12338
"E01013542",17.978,15922
"E01013546",8.391,26246
"E01013481",57.688,1140
"E01013484",68.268,353
"E01013486",55.761,1375
"E01013487",60.183,917
"E01033166",71.043,235
"E01033167",63.739,629
"E01013540",7.897,26875
"E01013560",4.972,30322
"E01013561",8.052,26673
"E01013562",11.548,22320
"E01013563",4.263,31029
"E01013459",23.221,11904
"E01013567",52.475,1808
"E01013568",55.237,1435
"E01013569",44.28,3351
"E01013539",3.512,31731
"E01013541",15.375,18256
"E01013543",6.246,28867
"E01013544",5.865,29347
"E01013545",18.585,15396
"E01013488",11.419,22502
"E01013489",11.903,21917
"E01013490",13.137,20531
"E01013491",14.927,18714
"E01013570",46.118,2949
"E01013571",44.525,3301
"E01013572",27.171,9625
"E01013573",47.501,2699
"E01013470",26.826,9814
"E01013474",31.609,7482
"E01013476",15.487,18157
"E01033171",26.396,10067
"E01033172",41.425,4086
"E01013471",32.492,7117
"E01013473",45.576,3063
"E01013475",49.893,2238
"E01013477",37.952,5155
"E01013502",34.51,6338
"E01013503",24.402,11201
"E01013472",61.937,766
"E01013497",37.757,5208
"E01013504",42.262,3848
"E01013583",53.817,1627
"E01013590",63.51,651
"E01013591",55.109,1445
"E01013492",11.83,21998
"E01013493",23.265,11871
"E01013494",26.105,10230
"E01013495",16.762,16956
"E01013496",51.984,1882
"E01013498",23.708,11614
"E01013499",37.183,5386
"E01013500",22.217,12595
"E01013501",23.65,11659
"E01013584",53.571,1657
"E01013585",40.162,4463
"E01013586",49.05,2406
"E01013587",19.765,14462
"E01013588",39.494,4658
"E01013589",15.536,18107
"E01013517",26.849,9795
"E01013518",17.591,16248
"E01013521",40.503,4374
"E01033168",6.476,28619
"E01033169",4.742,30556
"E01033170",10.253,23892
"E01013514",7.294,27620
"E01013515",22.626,12309
"E01013519",17.787,16076
"E01013520",3.902,31379
"E01019602",10.188,23963
"E01019614",6.553,28526
"E01019615",7.833,26942
"E01019631",8.22,26470
"E01019600",8.625,25943
"E01019604",5.248,30038
"E01019606",4.231,31052
"E01019618",9.591,24720
"E01019599",6.853,28159
"E01019601",13.506,20152
"E01019613",19.5,14656
"E01019617",14.528,19105
"E01019608",14.956,18683
"E01019610",6.458,28639
"E01019630",10.504,23610
"E01019609",10.785,23278
"E01019621",7.954,26800
"E01019622",7.157,27803
"E01019624",6.679,28388
"E01019627",7.796,26998
"E01019628",12.433,21303
"E01019619",15.096,18550
"E01019620",17.402,16417
"E01019623",20.155,14110
"E01019625",46.003,2979
"E01019626",11.696,22167
"E01019632",8.225,26465
"E01019633",17.834,16034
"E01019634",12.5,21213
"E01019635",5.969,29221
"E01019636",12.359,21380
"E01019595",7.641,27196
"E01019605",19.166,14901
"E01019611",18.455,15502
"E01019616",8.621,25954
"E01019594",17.063,16707
"E01019596",9.531,24788
"E01019597",6.307,28801
"E01019598",18.819,15219
"E01019603",11.995,21802
"E01019607",13.713,19918
"E01019612",11.335,22598
"E01019629",16.855,16877
"E01007632",28.982,8702
"E01007633",39.562,4625
"E01007634",44.947,3197
"E01007635",32.667,7057
"E01007487",27.635,9383
"E01007488",32.643,7068
"E01007489",20.982,13481
"E01007490",27.305,9561
"E01007491",43.855,3456
"E01007492",45.458,3092
"E01007493",12.313,21440
"E01007636",35.865,5823
"E01007637",27.451,9490
"E01007638",34.179,6463
"E01007639",27.745,9323
"E01007640",16.255,17413
"E01007641",21.666,12961
"E01007642",35.004,6149
"E01007625",21.488,13097
"E01007626",53.063,1722
"E01007627",46.907,2796
"E01007628",54.76,1501
"E01007629",59.322,982
"E01007468",12.956,20720
"E01007469",21.331,13215
"E01007470",34.062,6503
"E01007472",50.761,2092
"E01007473",28.481,8923
"E01007474",51.426,1978
"E01007554",17.205,16577
"E01007555",41.636,4020
"E01007556",43.003,3656
"E01007561",9.016,25436
"E01007562",20.801,13621
"E01007563",53.799,1630
"E01007621",12.088,21696
"E01007622",8.742,25786
"E01007623",23.127,11962
"E01007624",6.856,28157
"E01007630",14.495,19140
"E01007631",7.027,27943
"E01007553",11.834,21989
"E01007557",25.824,10395
"E01007558",19.832,14399
"E01007559",26.171,10194
"E01007560",14.373,19262
"E01007464",35.083,6118
"E01007465",29.979,8251
"E01007466",49.202,2370
"E01007467",33.743,6619
"E01007471",14.167,19466
"E01007504",30.27,8119
"E01007507",51.153,2029
"E01007506",52.528,1796
"E01007508",56.028,1343
"E01007509",50.678,2104
"E01007510",28.198,9076
"E01007511",50.577,2124
"E01007475",6.885,28125
"E01007476",18.094,15807
"E01007477",12.31,21444
"E01007478",21.111,13372
"E01007512",17.038,16722
"E01007513",23.928,11479
"E01007515",31.507,7524
"E01007518",15.846,17782
"E01007519",24.061,11401
"E01007505",19.523,14644
"E01007514",31.728,7425
"E01007516",17.602,16237
"E01007517",40.387,4394
"E01007479",26.63,9920
"E01007480",32.064,7301
"E01007482",44.262,3352
"E01033259",10.06,24144
"E01033260",19.428,14710
"E01007570",14.295,19343
"E01007650",19.792,14438
"E01007651",39.983,4506
"E01007652",48.495,2508
"E01007653",22.359,12491
"E01007656",36.75,5531
"E01007581",8.329,26329
"E01007582",12.658,21057
"E01007588",20.374,13934
"E01007589",11.733,22112
"E01007483",11.278,22666
"E01007484",20.975,13491
"E01007485",8.8,25694
"E01007486",18.011,15880
"E01007564",44.602,3277
"E01007565",14.491,19149
"E01007566",49.293,2345
"E01007567",22.507,12387
"E01007568",49.535,2303
"E01007569",33.873,6571
"E01007644",20.566,13787
"E01007646",25.447,10610
"E01007647",23.655,11652
"E01007648",54.644,1521
"E01007649",15.263,18370
"E01007654",36.154,5711
"E01007583",18.118,15781
"E01007586",14.671,18969
"E01007587",22.557,12353
"E01007620",14.606,19027
"E01007584",21.882,12821
"E01007585",14.316,19324
"E01007617",5.971,29218
"E01007618",7.522,27335
"E01007619",3.437,31774
"E01007529",62.31,735
"E01007530",51.015,2051
"E01007531",38.827,4847
"E01007643",55.267,1430
"E01007645",53.072,1720
"E01007655",56.222,1313
"E01007494",27.536,9442
"E01007532",74.643,118
"E01007533",33.739,6620
"E01007535",40.731,4295
"E01007522",42.91,3680
"E01007525",31.906,7360
"E01007528",30.413,8031
"E01007604",12.996,20676
"E01007521",14.577,19055
"E01007523",11.069,22933
"E01007524",10.466,23645
"E01007526",16.781,16938
"E01007607",23.742,11593
"E01007599",9.277,25112
"E01007600",5.069,30230
"E01007601",7.826,26952
"E01007602",7.48,27393
"E01007603",9.171,25228
"E01007520",9.757,24505
"E01007527",8.984,25476
"E01007605",11.095,22902
"E01007606",8.854,25630
"E01007495",42.811,3702
"E01007500",50.403,2156
"E01007502",9.942,24299
"E01007534",49.863,2246
"E01007496",53.642,1647
"E01007497",37.041,5429
"E01007498",36.364,5646
"E01007499",49.075,2401
"E01007501",18.586,15394
"E01007503",11.585,22286
"E01007575",62.589,718
"E01007578",40.164,4461
"E01007579",35.022,6140
"E01007580",21.914,12801
"E01007571",27.426,9499
"E01007572",26.52,9993
"E01007573",62.576,720
"E01007574",50.274,2178
"E01007576",26.717,9879
"E01007577",66.294,463
"E01007536",23.99,11433
"E01007542",57.503,1163
"E01007543",57.896,1125
"E01007544",74.329,129
"E01007546",32.814,7001
"E01007551",13.441,20230
"E01007552",11.522,22351
"E01007613",16.348,17349
"E01007545",25.073,10823
"E01007547",48.244,2559
"E01007548",37.548,5277
"E01007549",46.203,2929
"E01007550",30.068,8211
"E01007537",23.232,11896
"E01007538",32.194,7249
"E01007539",43.832,3459
"E01007540",27.327,9543
"E01007541",34.886,6190
"E01007591",28.751,8801
"E01007594",9.707,24562
"E01007596",11.989,21814
"E01007598",15.815,17813
"E01007590",39.447,4671
"E01007592",40.385,4395
"E01007593",36.938,5465
"E01007595",34.829,6220
"E01007597",47.257,2740
"E01007608",17.543,16287
"E01007609",17.866,16005
"E01007610",8.809,25684
"E01007611",18.359,15572
"E01007612",7.413,27475
"E01007614",11.599,22269
"E01007615",12.698,21014
"E01007616",12.405,21332
"E01024206",17.634,16195
"E01024207",14.789,18859
"E01024208",18.66,15345
"E01024209",9.328,25046
"E01024202",19.23,14847
"E01024242",13.151,20512
"E01024243",23.357,11826
"E01024244",7.776,27029
"E01024245",14.234,19400
