"LSOA11CD","imdscore","imdrank"
"E01023772",19.003,15048
"E01023773",20.3,13984
"E01023774",26.537,9980
"E01023767",4.67,30633
"E01023768",3.131,32010
"E01023769",17.456,16372
"E01023770",4.259,31030
"E01023795",12.879,20817
"E01023796",20.095,14162
"E01023797",21.548,13035
"E01023798",13.819,19815
"E01023775",21.983,12763
"E01023779",22.71,12255
"E01023780",19.915,14316
"E01023781",24.259,11280
"E01023782",17.811,16054
"E01023759",16.271,17406
"E01023760",12.406,21330
"E01023761",18.675,15333
"E01023762",17.184,16600
"E01023755",21.151,13341
"E01023756",25.653,10494
"E01023757",24.274,11271
"E01023758",41.01,4216
"E01023750",37.595,5265
"E01023751",16.616,17090
"E01023752",16.788,16932
"E01023753",7.608,27238
"E01023754",14.021,19612
"E01023791",17.466,16357
"E01023792",18.429,15528
"E01023793",31.278,7632
"E01023794",23.654,11654
"E01023783",22.466,12422
"E01023784",15.238,18404
"E01023785",25.225,10751
"E01023786",17.044,16715
"E01023763",9.965,24275
"E01023764",16.931,16818
"E01023765",17.676,16167
"E01023766",21.071,13405
"E01005886",36.51,5601
"E01005888",22.824,12183
"E01005889",30.942,7781
"E01005891",13.053,20622
"E01005894",21.446,13124
"E01005887",41.53,4051
"E01005890",37.647,5246
"E01005893",28.867,8755
"E01005896",23.099,11976
"E01005919",46.094,2955
"E01005862",8.824,25667
"E01005892",23.944,11464
"E01005895",24.519,11131
"E01005920",11.374,22553
"E01005921",31.19,7665
"E01005922",15.341,18289
"E01005753",62.961,686
"E01005754",73.882,147
"E01005755",58.379,1081
"E01005756",78.637,47
"E01005745",19.158,14915
"E01005746",48.877,2443
"E01005747",8.112,26604
"E01005748",5.11,30189
"E01005863",13.12,20552
"E01005864",8.165,26541
"E01005866",22.303,12527
"E01005869",11.63,22231
"E01005914",24.628,11056
"E01005915",35.625,5906
"E01005916",25.825,10394
"E01005917",39.929,4526
"E01005859",15.702,17926
"E01005865",7.798,26991
"E01005867",7.617,27222
"E01005868",8.072,26653
"E01005743",14.683,18959
"E01005744",33.388,6763
"E01005749",12.437,21298
"E01005750",17.127,16646
"E01005751",22.322,12517
"E01005897",22.692,12271
"E01005898",16.996,16760
"E01005900",20.526,13816
"E01005903",6.087,29083
"E01005904",6.113,29055
"E01005853",25.892,10349
"E01005856",11.059,22945
"E01005860",6.793,28244
"E01005861",14.803,18841
"E01005752",29.132,8644
"E01005899",17.491,16335
"E01005901",11.96,21852
"E01005902",37.516,5292
"E01005905",45.695,3034
"E01005852",8.709,25825
"E01005854",5.895,29313
"E01005855",7.48,27389
"E01005857",12.713,20996
"E01005858",9.367,24997
"E01005757",26.497,10009
"E01005758",65.166,523
"E01005766",46.53,2879
"E01005918",73.591,153
"E01005870",24.532,11120
"E01005871",24.611,11064
"E01005873",17.493,16331
"E01005875",12.119,21658
"E01005764",32.419,7148
"E01005816",25.974,10301
"E01005817",33.471,6721
"E01005822",56.953,1234
"E01005880",9.163,25238
"E01005881",1.631,32733
"E01005883",4.668,30636
"E01005908",6.762,28290
"E01005765",13.527,20133
"E01005818",30.646,7930
"E01005819",11.666,22192
"E01005820",22.247,12571
"E01005821",22.25,12569
"E01005823",25.725,10453
"E01005825",15.988,17643
"E01005872",28.282,9028
"E01005874",44.589,3279
"E01005876",18.02,15871
"E01005877",22.708,12257
"E01005878",28.656,8847
"E01005879",20.098,14159
"E01005882",7.996,26744
"E01005884",4.226,31061
"E01005885",16.665,17057
"E01005832",16.269,17407
"E01005833",20.714,13686
"E01005835",7.287,27629
"E01005837",10.366,23756
"E01005843",7.492,27368
"E01005769",14.397,19240
"E01005778",13.098,20570
"E01005779",15.897,17731
"E01005780",13.39,20275
"E01005781",44.684,3254
"E01005759",18.918,15123
"E01005760",29.214,8609
"E01005797",27.472,9477
"E01005800",10.32,23825
"E01005804",23.254,11880
"E01005824",16.407,17288
"E01005826",45.682,3038
"E01005827",12.322,21430
"E01005828",62.01,755
"E01005829",32.907,6956
"E01005768",9.053,25383
"E01005770",9.665,24622
"E01005771",11.415,22506
"E01005775",9.809,24451
"E01005761",31.282,7629
"E01005762",60.997,842
"E01005763",37.933,5160
"E01005799",53.019,1732
"E01005798",24.103,11371
"E01005801",15.604,18032
"E01005802",7.458,27423
"E01005803",4.271,31019
"E01005830",16.219,17446
"E01005831",15.32,18304
"E01005767",9.851,24400
"E01005772",9.914,24342
"E01005773",15.318,18308
"E01005774",43.246,3595
"E01005776",7.89,26886
"E01005909",5.356,29939
"E01005910",23.09,11980
"E01005911",9.048,25390
"E01005912",11.963,21844
"E01005782",10.526,23582
"E01005783",13.826,19809
"E01005784",8.392,26245
"E01005785",8.125,26588
"E01005786",4.865,30432
"E01005834",26.415,10058
"E01005836",13.111,20565
"E01005838",20.743,13666
"E01005840",21.473,13107
"E01005927",5.863,29350
"E01005928",21.62,12989
"E01005929",3.494,31744
"E01005930",2.637,32326
"E01005806",3.719,31546
"E01005813",4.631,30669
"E01005814",5.574,29647
"E01005815",3.812,31454
"E01005777",17.856,16018
"E01005787",3.637,31628
"E01005788",6.292,28823
"E01005790",17.211,16571
"E01005805",4.004,31283
"E01005807",3.864,31412
"E01005839",3.265,31901
"E01005841",11.962,21850
"E01005844",12.461,21264
"E01005845",14.497,19139
"E01005849",5.366,29922
"E01005851",12.664,21048
"E01005808",3.684,31577
"E01005809",5.506,29739
"E01005810",8.522,26082
"E01005811",3.974,31314
"E01005812",3.215,31939
"E01005842",9.021,25432
"E01005906",7.631,27211
"E01005907",8.383,26260
"E01005913",8.804,25690
"E01005789",5.274,30011
"E01005791",10.698,23382
"E01005793",6.801,28241
"E01005795",3.81,31458
"E01005796",3.177,31967
"E01005846",14.463,19175
"E01005847",11.364,22566
"E01005848",7.927,26831
"E01005850",22.477,12412
"E01005792",2.421,32439
"E01005794",3.377,31819
"E01005923",1.906,32654
"E01005931",2.805,32234
"E01005924",3.002,32110
"E01005925",6.888,28122
"E01005926",6.007,29180
"E01005932",2.546,32377
"E01012242",14.31,19328
"E01012243",10.838,23206
"E01012244",11.754,22081
"E01012246",9.118,25298
"E01012296",17.358,16451
"E01012297",6.196,28936
"E01012197",30.114,8194
"E01012256",8.35,26308
"E01012257",6.708,28348
"E01012275",34.723,6259
"E01012276",35.377,6011
"E01012277",25.881,10355
"E01012196",29.417,8501
"E01012198",46.981,2783
"E01012214",30.314,8095
"E01012215",50.32,2168
"E01012216",36.113,5724
"E01012245",49.496,2311
"E01012278",28.271,9036
"E01012279",16.116,17525
"E01012280",20.269,14007
"E01012281",42.348,3824
"E01012255",7.028,27939
"E01012269",11.597,22273
"E01012294",8.856,25627
"E01012295",18.649,15355
"E01033476",8.77,25739
"E01033480",7.318,27594
"E01012210",6.603,28475
"E01012211",6.507,28582
"E01012212",9.309,25072
"E01012213",15.85,17780
"E01012192",22.039,12724
"E01012193",36.363,5647
"E01012260",15.204,18432
"E01012261",13.948,19687
"E01012247",36.456,5613
"E01012249",43.642,3510
"E01012271",52.2,1852
"E01012272",19.186,14887
"E01012273",51.517,1961
"E01012274",40.795,4284
"E01012248",32.796,7007
"E01012250",55.702,1381
"E01032542",45.411,3103
"E01032543",58.769,1038
"E01032544",24.675,11028
"E01012194",30.79,7855
"E01012195",66.093,477
"E01012258",46.13,2944
"E01012259",20.291,13993
"E01012268",55.271,1428
"E01012187",16.33,17368
"E01012188",6.198,28932
"E01012189",10.057,24146
"E01012205",14.775,18874
"E01012219",18.99,15061
"E01012251",45.998,2983
"E01012252",69.948,273
"E01012253",32.839,6986
"E01012254",65.12,525
"E01012204",9.954,24286
"E01012206",27.762,9313
"E01012207",12.443,21288
"E01012208",6.443,28653
"E01012262",48.7,2476
"E01012264",24.215,11312
"E01012266",76.829,76
"E01012267",64.785,551
"E01033477",76.839,73
"E01012190",9.306,25080
"E01012191",18.786,15241
"E01012224",7.875,26903
"E01012225",9.09,25335
"E01012226",7.724,27094
"E01012209",12.212,21554
"E01012217",43.95,3432
"E01012218",18.251,15658
"E01012223",4.467,30830
"E01012286",61.607,788
"E01012287",29.89,8292
"E01012288",42.806,3704
"E01012289",27.133,9650
"E01012238",44.72,3244
"E01012239",28.908,8736
"E01012240",24.407,11196
"E01012241",11.347,22590
"E01012290",15.751,17860
"E01012291",36.78,5522
"E01012292",26.514,9996
"E01012282",32.185,7252
"E01012283",45.357,3106
"E01012284",57.911,1122
"E01012285",23.615,11673
"E01012199",4.758,30540
"E01012200",7.772,27037
"E01012201",5.57,29652
"E01012202",11.682,22175
"E01012203",6.485,28608
"E01012270",12.894,20796
"E01012228",7.737,27077
"E01012230",7.777,27026
"E01012233",7.827,26950
"E01012236",7.464,27416
"E01012237",7.212,27731
"E01012227",7.203,27746
"E01012231",7.202,27747
"E01012232",7.162,27794
"E01012234",6.398,28707
"E01033474",7.632,27210
"E01033475",7.04,27920
"E01033478",6.602,28477
"E01033479",5.542,29687
"E01012235",8.5,26107
"E01012298",3.589,31666
"E01012299",6.491,28600
"E01012300",20.926,13526
"E01012301",4.671,30632
"E01012302",3.577,31674
"E01012303",5.42,29851
"E01014257",32.317,7193
"E01014258",8.717,25813
"E01014259",23.997,11430
"E01014260",43.433,3554
"E01014264",14.623,19015
"E01014357",32.867,6975
"E01014358",57.126,1211
"E01014359",39.36,4697
"E01014360",17.438,16387
"E01014261",69.48,289
"E01014262",44.016,3410
"E01014263",44.016,3409
"E01014333",14.084,19540
"E01014334",28.274,9035
"E01014331",51.13,2034
"E01014332",18.293,15619
"E01014335",20.03,14228
"E01014336",58.057,1112
"E01014337",39.183,4752
"E01014354",55.314,1424
"E01014355",37.326,5350
"E01014356",39.846,4548
"E01014361",56.691,1266
"E01014241",37.026,5436
"E01014242",46.06,2965
"E01014243",19.231,14846
"E01014244",61.137,826
"E01014245",24.988,10872
"E01014248",42.034,3911
"E01014214",10.476,23632
"E01014215",14.538,19094
"E01014216",12.157,21606
"E01014265",8.096,26629
"E01014267",16.16,17489
"E01014272",10.15,24020
"E01014246",49.084,2398
"E01014266",40.575,4353
"E01014268",25.521,10569
"E01014270",15.662,17967
"E01014271",25.089,10814
"E01014247",46.676,2854
"E01014250",69.821,276
"E01014251",59.09,1007
"E01014252",40.116,4473
"E01014255",46.774,2833
"E01014269",50.558,2129
"E01014324",18.265,15642
"E01014325",6.513,28579
"E01014326",9.524,24797
"E01014249",57.323,1188
"E01014253",20.152,14116
"E01014254",64.648,559
"E01014256",49.494,2312
"E01014210",51.892,1901
"E01014211",56.695,1265
"E01014212",53.889,1617
"E01014213",46.613,2863
"E01014217",52.852,1749
"E01014323",29.891,8290
"E01014327",30.629,7939
"E01014328",49.491,2313
"E01014329",36.741,5532
"E01014330",68.904,324
"E01014218",58.105,1105
"E01014219",22.631,12304
"E01014225",18.791,15237
"E01014226",34.305,6410
"E01014228",16.165,17484
"E01014230",31.67,7447
"E01014281",35.467,5969
"E01014285",36.714,5538
"E01014286",54.285,1562
"E01014287",74.309,130
"E01014231",53.376,1683
"E01014282",32.347,7181
"E01014283",26.67,9889
"E01014284",22.551,12356
"E01033216",34.857,6206
"E01014220",62.46,727
"E01014221",51.417,1980
"E01014222",64.808,549
"E01014223",64.379,579
"E01014224",66.651,444
"E01014229",50.033,2216
"E01014288",16.467,17232
"E01014289",14.797,18845
"E01014290",13.921,19709
"E01014291",29.904,8287
"E01014292",16.105,17536
"E01014294",35.361,6016
"E01014293",36.377,5640
"E01014295",18.404,15542
"E01014339",43.139,3615
"E01014340",34.749,6250
"E01014345",41.367,4107
"E01014274",38.886,4831
"E01014275",56.662,1269
"E01014276",34.537,6328
"E01014277",25.702,10464
"E01014279",37.193,5382
"E01014273",63.017,681
"E01014278",36.094,5730
"E01014280",17.464,16359
"E01014297",13.589,20054
"E01014296",28.33,8997
"E01014298",42.407,3804
"E01014300",48.136,2576
"E01014302",42.93,3675
"E01014338",16.165,17483
"E01014341",30.373,8061
"E01014342",37.315,5354
"E01014343",21.721,12922
"E01014344",32.446,7140
"E01014363",17.158,16621
"E01014364",28.86,8757
"E01014365",20.335,13956
"E01014369",21.139,13353
"E01014299",16.006,17625
"E01014301",13.06,20617
"E01014303",12.567,21141
"E01014304",17.752,16100
"E01014362",12.71,21000
"E01014233",17.081,16685
"E01014234",43.128,3619
"E01014239",19.569,14604
"E01014240",30.999,7754
"E01014308",16.377,17311
"E01014309",39.149,4759
"E01014311",41.152,4177
"E01014313",46.556,2875
"E01014321",21.879,12823
"E01014366",54.064,1590
"E01014367",68.373,351
"E01014368",49.681,2279
"E01014305",46.731,2840
"E01014306",50.905,2066
"E01014307",51.328,1995
"E01014312",23.631,11670
"E01014346",11.532,22337
"E01014348",9.136,25278
"E01014349",7.674,27167
"E01014353",25.327,10686
"E01014310",13.742,19878
"E01014314",9.633,24662
"E01014316",60.344,903
"E01014317",61.934,767
"E01014322",31.409,7564
"E01014235",40.002,4498
"E01014236",35.211,6058
"E01014237",55.081,1453
"E01014238",51.202,2020
"E01014315",11.726,22126
"E01014318",6.99,27983
"E01014319",17.9,15984
"E01014320",8.219,26471
"E01014347",7.795,26999
"E01014350",4.693,30613
"E01014351",15.392,18241
"E01014352",4.927,30371
"E01031213",13.082,20593
"E01031243",8.007,26732
"E01031244",11.985,21822
"E01031195",10.181,23976
"E01031202",5.532,29702
"E01031203",18.726,15287
"E01031204",10.58,23515
"E01031239",8.81,25682
"E01031240",16.373,17316
"E01031241",10.432,23684
"E01031242",20.05,14213
"E01031219",8.027,26706
"E01031220",6.847,28167
"E01031221",15.558,18080
"E01031222",7.879,26896
"E01031223",9.308,25074
"E01031224",11.493,22391
"E01031197",12.317,21434
"E01031198",11.941,21869
"E01031199",14.823,18817
"E01031200",7.257,27679
"E01031201",1.539,32750
"E01031210",7.403,27492
"E01031211",16.83,16897
"E01031183",8.234,26449
"E01031184",8.007,26731
"E01031185",22.174,12626
"E01031186",21.227,13284
"E01031187",15.293,18339
"E01031188",14.765,18880
"E01031208",10.512,23599
"E01031217",8.443,26179
"E01031218",9.449,24890
"E01031249",17.347,16460
"E01031250",5.432,29835
"E01031251",6.482,28611
"E01031252",10.449,23670
"E01031253",12.096,21685
"E01031228",3.169,31977
"E01031229",15.244,18395
"E01031230",9.356,25012
"E01031231",24.196,11322
"E01031236",11.059,22946
"E01031238",23.817,11540
"E01031225",3.59,31664
"E01031227",6.503,28583
"E01033250",8.176,26524
"E01033251",7.947,26811
"E01033252",3.318,31861
"E01031232",4.188,31101
"E01031233",12.881,20814
"E01031234",16.721,17006
"E01031235",6.661,28410
"E01031237",8.18,26519
"E01031189",14.082,19543
"E01031190",20.575,13782
"E01031191",7.157,27800
"E01031192",10.237,23917
"E01031248",12.51,21197
"E01031194",13.473,20203
"E01031205",8.4,26230
"E01031206",15.832,17794
"E01031207",17.375,16444
"E01031247",12.496,21219
"E01031196",9.919,24329
"E01031212",13.274,20388
"E01031245",8.679,25869
"E01031246",8.929,25538
"E01031193",14.578,19054
"E01031209",16.693,17027
"E01031214",2.963,32144
"E01031215",12.098,21679
"E01031216",11.82,22010
"E01022378",7.23,27712
"E01022379",18.879,15157
"E01022380",14.214,19421
"E01022412",8.982,25480
"E01022354",4.797,30496
"E01022390",9.059,25374
"E01022391",15.448,18191
"E01022392",11.442,22467
"E01022376",12.558,21146
"E01022396",5.732,29480
"E01022397",11.766,22069
"E01022398",10.148,24023
"E01022355",11.402,22521
"E01022356",9.858,24395
"E01022357",7.922,26837
"E01022358",19.594,14586
"E01022377",16.897,16847
"E01022389",6.899,28106
"E01022400",14.53,19104
"E01022401",12.621,21097
"E01022402",9.729,24539
"E01022403",29.141,8640
"E01022404",8.336,26321
"E01022365",21.727,12917
"E01022399",22.279,12556
"E01022410",15.609,18026
"E01022411",11.507,22375
"E01022414",14.861,18785
"E01022393",6.492,28598
"E01022394",8.864,25615
"E01022395",4.594,30704
"E01022408",7.68,27162
"E01022409",10.591,23503
"E01022366",2.835,32216
"E01022367",4.075,31206
"E01022368",4.7,30608
"E01022369",6.447,28651
"E01022370",6.023,29154
"E01022371",7.346,27567
"E01022405",14.228,19406
"E01022406",4.191,31098
"E01022407",13.742,19880
"E01022350",3.65,31610
"E01022382",4.512,30785
"E01022383",16.855,16876
"E01022384",8.444,26177
"E01022359",4.765,30535
"E01022360",5.36,29934
"E01022361",16.599,17115
"E01022362",8.946,25519
"E01022363",6.977,28004
"E01022364",33.482,6713
"E01022351",17.289,16504
"E01022352",8.652,25901
"E01022353",10.57,23528
"E01022413",10.806,23249
"E01022385",9.375,24993
"E01022386",5.154,30135
"E01022387",10.201,23950
"E01022388",12.621,21096
"E01022372",7.228,27713
"E01022373",12.492,21224
"E01022374",15.03,18607
"E01022375",30.16,8171
"E01022381",6.998,27974
"E01022415",3.699,31563
"E01022416",11.595,22275
"E01022417",3.566,31682
"E01022418",6.674,28393
"E01030201",21.543,13041
"E01030219",21.135,13357
"E01030222",17.67,16172
"E01030154",14.378,19257
"E01030172",4.366,30925
"E01030173",10.357,23765
"E01030174",19.067,14999
"E01030176",20.74,13668
"E01030186",11.837,21985
"E01030208",22.994,12042
"E01030209",14.808,18836
"E01030210",18.47,15484
"E01030212",16.926,16821
"E01030152",10.785,23277
"E01030153",12.514,21194
"E01030187",21.052,13426
"E01030188",19.077,14984
"E01030189",17.405,16413
"E01030193",6.837,28189
"E01030194",13.927,19701
"E01030195",2.472,32414
"E01030220",14.253,19389
"E01030175",7.625,27216
"E01030200",13.902,19730
"E01030221",15.675,17950
"E01030199",19.352,14751
"E01033443",9.046,25394
"E01033445",8.913,25561
"E01033446",18.498,15468
"E01033448",16.255,17415
"E01033449",13.542,20123
"E01030155",11.537,22335
"E01030185",19.171,14898
"E01030203",3.873,31404
"E01030211",9.499,24824
"E01030179",5.413,29861
"E01030180",2.934,32154
"E01030183",6.624,28454
"E01030184",13.191,20472
"E01030207",12.276,21479
"E01030181",5.507,29737
"E01030190",8.235,26447
"E01030191",6.499,28587
"E01030192",2.034,32610
"E01030198",14.593,19044
"E01033442",5.646,29589
"E01033444",4.891,30404
"E01033447",5.682,29549
"E01030196",6.923,28075
"E01030197",9.429,24915
"E01030204",3.393,31808
"E01030205",2.521,32391
"E01030206",3.23,31922
"E01030171",12.248,21512
"E01030214",6.819,28220
"E01030215",20.47,13859
"E01030216",7.571,27286
"E01030217",13.812,19820
"E01030218",15.652,17981
"E01030158",5.32,29970
"E01030159",13.339,20332
"E01030164",6.878,28137
"E01030166",4.187,31102
"E01033450",7.076,27880
"E01030160",22.459,12428
"E01030161",26.233,10162
"E01030168",41.498,4064
"E01030169",26.617,9929
"E01030170",35.19,6073
"E01030162",27.517,9447
"E01030163",28.12,9113
"E01030165",17.845,16028
"E01030167",8.559,26040
"E01008713",8.342,26314
"E01008722",7.492,27364
"E01008724",5.121,30179
"E01008726",9.415,24940
"E01008723",7.273,27651
"E01008725",9.231,25170
"E01008727",16.48,17218
"E01008728",11.482,22404
"E01008792",12.583,21127
"E01008698",36.497,5605
"E01008837",44.698,3252
"E01008838",42.534,3771
"E01008839",57.871,1127
"E01008840",36.73,5534
"E01008841",65.581,505
"E01008712",47.626,2669
"E01008817",71.444,218
"E01008819",33.302,6801
"E01008821",63.049,678
"E01008822",44.421,3321
"E01008842",25.25,10736
"E01008708",29.549,8439
"E01008709",64.388,578
"E01008711",26.474,10023
"E01008820",35.229,6051
"E01033075",60.601,879
"E01008786",11.589,22282
"E01008787",21.258,13265
"E01008788",18.902,15140
"E01008789",13.024,20653
"E01008790",20.09,14173
"E01008791",44.533,3299
"E01008855",21.076,13397
"E01008856",12.387,21353
"E01008876",11.183,22786
"E01008877",13.384,20287
"E01008693",37.547,5278
"E01008694",34.54,6326
"E01008695",36.203,5697
"E01008696",15.576,18065
"E01008697",35.31,6029
"E01008699",41.196,4161
"E01008853",43.43,3555
"E01008854",47.971,2607
"E01008857",33.437,6737
"E01008858",46.479,2890
"E01008859",39.021,4797
"E01008860",41.688,4003
"E01008878",27.558,9427
"E01008873",11.876,21942
"E01008874",34.208,6447
"E01008875",23.496,11748
"E01008879",19.097,14960
"E01008880",25.56,10547
"E01008701",34.741,6253
"E01008704",27.082,9678
"E01008706",32.35,7179
"E01008707",20.845,13585
"E01008756",44.988,3192
"E01008762",51.479,1971
"E01008812",43.259,3592
"E01033076",61.357,802
"E01008700",36.247,5682
"E01008703",45.681,3040
"E01008705",37.31,5355
"E01008831",32.703,7042
"E01008834",37.376,5335
"E01008810",41.206,4156
"E01008811",19.975,14265
"E01008813",43.063,3639
"E01008814",23.947,11462
"E01008757",35.776,5850
"E01008758",16.786,16934
"E01008759",22.267,12563
"E01008761",10.923,23093
"E01008702",71.638,211
"E01008735",46.647,2858
"E01008736",71.873,205
"E01008737",57.405,1175
"E01008738",52.859,1747
"E01008836",72.953,166
"E01008845",13.706,19925
"E01008846",49.855,2249
"E01008847",40.342,4413
"E01008850",12.391,21348
"E01008851",26.883,9777
"E01008760",11.432,22483
"E01008830",20.819,13609
"E01008832",22.869,12146
"E01008833",21.727,12916
"E01008843",11.35,22587
"E01008844",20.042,14215
"E01008848",13.794,19837
"E01008849",51.805,1917
"E01008852",11.575,22296
"E01008867",43.776,3473
"E01008868",9.168,25232
"E01008869",15.823,17802
"E01008870",9.87,24383
"E01008871",26.002,10286
"E01008872",15.821,17804
"E01008729",50.313,2171
"E01008730",58.311,1090
"E01008731",52.648,1773
"E01008732",22.507,12389
"E01008733",47.938,2613
"E01008734",10.085,24103
"E01008740",16.433,17265
"E01008781",9.8,24456
"E01008782",6.9,28105
"E01008783",7.385,27514
"E01008784",4.939,30357
"E01008785",9.67,24615
"E01008835",18.172,15734
"E01008823",48.024,2595
"E01008824",47.652,2660
"E01008825",38.351,5024
"E01008826",30.819,7839
"E01008827",49.212,2367
"E01008828",44.454,3317
"E01008829",54.33,1555
"E01008739",33.592,6679
"E01008741",19.729,14489
"E01008779",25.608,10521
"E01008780",32.226,7232
"E01008799",8.325,26333
"E01008861",20.345,13948
"E01008862",9.491,24834
"E01008863",6.962,28019
"E01008864",10.335,23801
"E01008865",25.97,10304
"E01008866",25.607,10522
"E01008773",43.655,3504
"E01008776",35.515,5947
"E01008777",56.059,1337
"E01008778",24.71,11008
"E01008809",25.205,10766
"E01008803",33.319,6795
"E01008804",31.069,7729
"E01008805",31.146,7688
"E01033077",26.575,9959
"E01008763",30.363,8067
"E01008764",23.644,11663
"E01008766",23.598,11686
"E01008768",17.248,16533
"E01008769",31.577,7494
"E01008772",7.487,27376
"E01008774",17.457,16370
"E01008775",8.273,26398
"E01008802",13.326,20343
"E01008808",9.602,24709
"E01008793",50.576,2125
"E01008795",19.159,14912
"E01008797",11.558,22310
"E01008800",46.407,2899
"E01008801",8.682,25863
"E01008765",11.6,22267
"E01008767",22.655,12292
"E01008770",15.935,17694
"E01008771",22.355,12493
"E01008720",31.415,7561
"E01008721",11.249,22707
"E01008796",22.336,12510
"E01032483",27.41,9510
"E01032484",25.695,10471
"E01008750",17.134,16638
"E01008751",31.125,7698
"E01008752",42.977,3662
"E01008753",35.209,6059
"E01008755",34.735,6256
"E01008714",49.217,2366
"E01008715",28.56,8890
"E01008716",8.008,26729
"E01008717",31.935,7354
"E01008749",10.611,23477
"E01008754",38.391,5003
"E01008718",28.699,8824
"E01008719",38.758,4877
"E01008742",28.047,9141
"E01008747",22.182,12623
"E01008748",30.484,7996
"E01008743",58.817,1033
"E01008744",38.549,4941
"E01008745",13.347,20328
"E01008746",59.237,987
"E01030763",10.582,23511
"E01030764",5.555,29669
"E01030765",15.744,17868
"E01030809",4.075,31207
"E01030810",2.998,32116
"E01030811",4.18,31106
"E01030757",7.638,27200
"E01030758",5.06,30242
"E01030759",15.451,18187
"E01030760",7.984,26763
"E01030778",2.796,32240
"E01030779",1.258,32807
"E01030780",4.253,31035
"E01030781",6.332,28779
"E01030786",21.07,13406
"E01030787",19.617,14567
"E01030788",30.064,8214
"E01030801",16.617,17088
"E01030802",7.175,27776
"E01030796",4.255,31033
"E01030797",4.042,31243
"E01030798",2.667,32315
"E01030799",1.967,32631
"E01030800",8.729,25802
"E01030761",7.686,27154
"E01030762",3.158,31983
"E01030806",3.225,31929
"E01030807",3.8,31470
"E01030808",2.074,32599
"E01030774",4.2,31090
"E01030775",2.664,32317
"E01030776",1.079,32824
"E01030777",2.325,32487
"E01030793",27.587,9411
"E01030794",10.634,23449
"E01030795",7.36,27546
"E01030803",9.932,24316
"E01030804",5.322,29967
"E01030805",23.299,11855
"E01030789",3.553,31698
"E01030790",3.86,31417
"E01030791",4.276,31013
"E01030792",5.01,30287
"E01030766",8.345,26312
"E01030767",15.532,18111
"E01030768",7.424,27460
"E01030769",2.817,32228
"E01030770",3.01,32106
"E01030771",2.375,32464
"E01030772",7.915,26846
"E01030773",1.687,32719
"E01030782",8.432,26195
"E01030783",6.307,28802
"E01030784",9.436,24902
"E01030785",7.509,27348
"E01004125",31.146,7689
"E01004183",28.218,9060
"E01004184",30.999,7755
"E01004185",41.83,3965
"E01004189",28.76,8793
"E01004123",31.419,7560
"E01004124",22.717,12249
"E01004126",32.577,7089
"E01004128",25.046,10841
"E01004129",35.055,6125
"E01004130",11.912,21905
"E01004131",8.949,25517
"E01004134",13.52,20136
"E01004135",9.731,24537
"E01004136",8.244,26432
"E01004164",14.394,19243
"E01004166",12.893,20797
"E01004169",20.68,13710
"E01004186",14.104,19522
"E01004188",18.78,15248
"E01004127",20.247,14026
"E01004163",14.335,19305
"E01004165",17.483,16340
"E01004167",28.413,8956
"E01004187",25.625,10504
"E01004117",3.538,31709
"E01004121",8.863,25619
"E01004192",10.593,23500
"E01004193",10.418,23706
"E01004195",9.415,24939
"E01004144",9.303,25083
"E01004145",14.236,19398
"E01004146",14.404,19230
"E01004147",7.261,27671
"E01004116",6.16,28986
"E01004122",5.652,29584
"E01004190",4.27,31021
"E01004191",6.969,28015
"E01004194",10.057,24147
"E01004196",5.526,29712
"E01004115",7.111,27852
"E01004118",8.165,26540
"E01004119",9.092,25332
"E01004132",5.718,29496
"E01004133",6.045,29128
"E01004171",8.632,25933
"E01004172",22.213,12600
"E01004173",14.603,19032
"E01004175",11.446,22462
"E01004176",14.679,18962
"E01004076",18.335,15595
"E01004077",15.661,17970
"E01004078",16.349,17347
"E01004079",8.291,26368
"E01004080",6.901,28104
"E01004081",10.525,23586
"E01004082",5.701,29518
"E01004137",18.679,15330
"E01004140",39.704,4588
"E01004141",24.758,10986
"E01004142",26.037,10270
"E01004149",12.768,20933
"E01004101",5.535,29698
"E01004103",10.172,23987
"E01004138",13.86,19769
"E01004139",11.561,22307
"E01004168",8.882,25592
"E01004143",10.848,23193
"E01004148",21.969,12772
"E01004159",13.88,19748
"E01004160",8.905,25566
"E01004161",7.899,26870
"E01004097",6.066,29106
"E01004098",7.813,26975
"E01004099",21.387,13179
"E01004100",7.288,27627
"E01004102",11.362,22570
"E01004110",10.395,23729
"E01004111",6.563,28510
"E01004112",2.897,32177
"E01004120",4.642,30655
"E01004157",2.739,32267
"E01004087",6.227,28897
"E01004170",10.68,23396
"E01004174",15.442,18198
"E01004178",19.704,14507
"E01004179",8.61,25969
"E01004152",19.519,14646
"E01004155",7.352,27555
"E01004156",11.307,22628
"E01004158",8.707,25827
"E01004162",12.286,21469
"E01004083",40.492,4376
"E01004086",17.431,16394
"E01004088",51.262,2008
"E01004089",34.272,6421
"E01004182",27.051,9690
"E01004104",3.542,31706
"E01004107",14.851,18792
"E01004177",22.941,12080
"E01004180",5.152,30137
"E01004181",16.678,17046
"E01004090",42.271,3846
"E01004096",18.153,15753
"E01004150",23.429,11784
"E01004151",14.908,18733
"E01004153",13.435,20234
"E01004091",5.687,29537
"E01004092",7.96,26793
"E01004105",4.093,31196
"E01004106",2.794,32242
"E01004154",3.869,31407
"E01004084",5.473,29780
