"MSOA11CD","LSOA11CD"
"E02000236","E01001017"
"E02000236","E01001026"
"E02000236","E01001024"
"E02000237","E01001021"
"E02000237","E01001018"
"E02000237","E01001020"
"E02000237","E01001019"
"E02000237","E01001022"
"E02000238","E01001271"
"E02000238","E01001310"
"E02000238","E01001269"
"E02000238","E01001309"
"E02000238","E01001311"
"E02000239","E01001314"
"E02000239","E01001308"
"E02000239","E01001312"
"E02000239","E01001307"
"E02000239","E01001313"
"E02000240","E01001317"
"E02000240","E01001320"
"E02000240","E01001316"
"E02000240","E01001321"
"E02000240","E01001315"
"E02000240","E01001318"
"E02000241","E01001270"
"E02000241","E01001319"
"E02000241","E01001322"
"E02000241","E01001323"
"E02000242","E01001343"
"E02000242","E01001342"
"E02000242","E01001345"
"E02000242","E01001341"
"E02000243","E01001266"
"E02000243","E01001272"
"E02000243","E01001349"
"E02000243","E01001265"
"E02000243","E01001267"
"E02000244","E01001346"
"E02000244","E01001344"
"E02000244","E01001348"
"E02000244","E01001347"
"E02000245","E01001257"
"E02000245","E01001324"
"E02000245","E01001332"
"E02000245","E01001326"
"E02000245","E01001330"
"E02000246","E01001329"
"E02000246","E01001331"
"E02000246","E01001327"
"E02000246","E01001328"
"E02000246","E01001325"
"E02000247","E01001258"
"E02000247","E01001262"
"E02000247","E01001263"
"E02000247","E01032744"
"E02000247","E01001264"
"E02000247","E01032743"
"E02000248","E01001277"
"E02000248","E01001278"
"E02000248","E01001276"
"E02000248","E01001280"
"E02000249","E01001260"
"E02000249","E01001218"
"E02000249","E01001268"
"E02000249","E01001261"
"E02000250","E01001211"
"E02000250","E01001281"
"E02000250","E01001279"
"E02000250","E01001209"
"E02000251","E01001293"
"E02000251","E01001217"
"E02000251","E01001292"
"E02000251","E01001291"
"E02000251","E01001259"
"E02000252","E01001239"
"E02000252","E01001246"
"E02000252","E01001247"
"E02000252","E01001196"
"E02000252","E01001238"
"E02000253","E01001282"
"E02000253","E01001210"
"E02000253","E01001286"
"E02000253","E01001287"
"E02000253","E01001285"
"E02000253","E01001283"
"E02000254","E01001295"
"E02000254","E01001297"
"E02000254","E01001298"
"E02000254","E01001294"
"E02000254","E01001296"
"E02000255","E01001206"
"E02000255","E01001207"
"E02000255","E01001205"
"E02000255","E01001204"
"E02000255","E01001212"
"E02000255","E01001208"
"E02000256","E01001224"
"E02000256","E01001227"
"E02000256","E01001228"
"E02000256","E01001226"
"E02000256","E01001222"
"E02000257","E01001221"
"E02000257","E01001235"
"E02000257","E01001275"
"E02000257","E01001223"
"E02000257","E01001274"
"E02000257","E01001236"
"E02000257","E01001225"
"E02000257","E01001273"
"E02000258","E01001198"
"E02000258","E01001197"
"E02000258","E01001195"
"E02000258","E01001199"
"E02000259","E01001284"
"E02000259","E01001288"
"E02000259","E01001289"
"E02000259","E01001290"
"E02000260","E01001214"
"E02000260","E01001361"
"E02000260","E01001213"
"E02000260","E01001215"
"E02000260","E01001216"
"E02000261","E01001245"
"E02000261","E01001244"
"E02000261","E01001242"
"E02000261","E01001240"
"E02000261","E01001241"
"E02000261","E01001243"
"E02000262","E01001200"
"E02000262","E01001201"
"E02000262","E01001202"
"E02000262","E01001203"
"E02000262","E01001351"
"E02000263","E01001364"
"E02000263","E01001359"
"E02000263","E01001360"
"E02000263","E01001363"
"E02000263","E01001365"
"E02000263","E01001362"
"E02000264","E01001231"
"E02000264","E01001352"
"E02000264","E01001234"
"E02000264","E01001350"
"E02000264","E01001354"
"E02000265","E01001249"
"E02000265","E01001383"
"E02000265","E01001250"
"E02000265","E01001255"
"E02000265","E01001388"
"E02000265","E01001389"
"E02000266","E01001220"
"E02000266","E01001338"
"E02000266","E01001339"
"E02000266","E01001334"
"E02000266","E01001337"
"E02000266","E01001219"
"E02000266","E01001340"
"E02000267","E01001253"
"E02000267","E01001254"
"E02000267","E01001252"
"E02000267","E01001251"
"E02000268","E01001386"
"E02000268","E01001233"
"E02000268","E01001237"
"E02000268","E01001232"
"E02000268","E01001230"
"E02000268","E01001229"
"E02000269","E01001382"
"E02000269","E01001303"
"E02000269","E01001387"
"E02000269","E01001384"
"E02000269","E01001385"
"E02000270","E01001353"
"E02000270","E01001356"
"E02000270","E01001357"
"E02000270","E01001358"
"E02000270","E01001355"
"E02000271","E01001377"
"E02000271","E01001381"
"E02000271","E01001375"
"E02000271","E01001379"
"E02000272","E01001248"
"E02000272","E01001306"
"E02000272","E01001299"
"E02000272","E01001305"
"E02000274","E01001368"
"E02000274","E01001370"
"E02000274","E01001371"
"E02000274","E01001373"
"E02000274","E01001372"
"E02000274","E01001366"
"E02000274","E01001367"
"E02000275","E01001335"
"E02000275","E01001333"
"E02000275","E01001369"
"E02000275","E01001336"
"E02000276","E01001304"
"E02000276","E01001300"
"E02000276","E01001302"
"E02000276","E01001301"
"E02000277","E01001444"
"E02000277","E01001552"
"E02000277","E01001546"
"E02000277","E01001446"
"E02000278","E01001545"
"E02000278","E01001547"
"E02000278","E01001551"
"E02000278","E01001442"
"E02000278","E01001548"
"E02000279","E01001449"
"E02000279","E01033150"
"E02000279","E01001447"
"E02000279","E01001445"
"E02000279","E01001448"
"E02000279","E01033148"
"E02000280","E01001414"
"E02000280","E01001411"
"E02000280","E01001413"
"E02000280","E01001412"
"E02000280","E01001408"
"E02000281","E01001409"
"E02000281","E01001410"
"E02000281","E01001516"
"E02000281","E01001537"
"E02000281","E01001407"
"E02000282","E01001549"
"E02000282","E01001441"
"E02000282","E01001439"
"E02000282","E01001517"
"E02000282","E01001550"
"E02000283","E01001434"
"E02000283","E01001436"
"E02000283","E01001433"
"E02000283","E01001435"
"E02000283","E01001438"
"E02000284","E01001540"
"E02000284","E01001542"
"E02000284","E01001541"
"E02000284","E01001536"
"E02000284","E01001469"
"E02000285","E01001544"
"E02000285","E01001538"
"E02000285","E01001539"
"E02000285","E01001543"
"E02000286","E01001472"
"E02000286","E01001474"
"E02000286","E01001457"
"E02000286","E01001468"
"E02000286","E01001471"
"E02000287","E01001415"
"E02000287","E01001417"
"E02000287","E01001422"
"E02000287","E01001418"
"E02000288","E01001508"
"E02000288","E01001513"
"E02000288","E01001504"
"E02000288","E01001507"
"E02000288","E01001440"
"E02000288","E01001505"
"E02000289","E01001473"
"E02000289","E01001470"
"E02000289","E01001416"
"E02000289","E01001475"
"E02000290","E01001506"
"E02000290","E01001509"
"E02000290","E01001437"
"E02000290","E01001510"
"E02000291","E01001512"
"E02000291","E01001450"
"E02000291","E01001515"
"E02000291","E01001405"
"E02000291","E01001406"
"E02000292","E01001401"
"E02000292","E01001484"
"E02000292","E01001511"
"E02000292","E01001478"
"E02000292","E01001514"
"E02000292","E01001518"
"E02000293","E01001452"
"E02000293","E01001451"
"E02000293","E01001454"
"E02000293","E01001453"
"E02000294","E01001476"
"E02000294","E01001481"
"E02000294","E01001503"
"E02000294","E01001502"
"E02000294","E01001477"
"E02000295","E01001520"
"E02000295","E01001523"
"E02000295","E01001522"
"E02000295","E01001524"
"E02000295","E01001526"
"E02000296","E01001420"
"E02000296","E01001519"
"E02000296","E01001525"
"E02000296","E01001421"
"E02000296","E01001419"
"E02000297","E01001400"
"E02000297","E01001403"
"E02000297","E01001398"
"E02000297","E01001455"
"E02000297","E01001402"
"E02000297","E01001399"
"E02000298","E01001567"
"E02000298","E01001456"
"E02000298","E01001568"
"E02000298","E01001564"
"E02000298","E01001569"
"E02000299","E01001491"
"E02000299","E01001489"
"E02000299","E01001487"
"E02000299","E01001479"
"E02000299","E01001482"
"E02000300","E01001488"
"E02000300","E01001462"
"E02000300","E01001480"
"E02000300","E01001459"
"E02000300","E01001460"
"E02000301","E01033151"
"E02000301","E01001486"
"E02000301","E01001492"
"E02000301","E01033146"
"E02000301","E01001483"
"E02000301","E01001485"
"E02000302","E01001570"
"E02000302","E01001494"
"E02000302","E01001496"
"E02000302","E01001404"
"E02000302","E01001493"
"E02000303","E01001425"
"E02000303","E01001461"
"E02000303","E01001428"
"E02000303","E01001423"
"E02000303","E01001464"
"E02000304","E01001533"
"E02000304","E01001532"
"E02000304","E01001535"
"E02000304","E01001531"
"E02000304","E01001521"
"E02000305","E01001495"
"E02000305","E01001566"
"E02000305","E01001565"
"E02000305","E01001498"
"E02000305","E01001563"
"E02000306","E01001430"
"E02000306","E01001426"
"E02000306","E01001424"
"E02000306","E01001427"
"E02000306","E01001429"
"E02000307","E01001465"
"E02000307","E01001466"
"E02000307","E01001467"
"E02000307","E01001463"
"E02000307","E01001499"
"E02000307","E01001497"
"E02000308","E01001534"
"E02000308","E01001530"
"E02000308","E01001528"
"E02000308","E01001529"
"E02000308","E01001392"
"E02000309","E01001432"
"E02000309","E01001558"
"E02000309","E01001557"
"E02000309","E01001555"
"E02000309","E01001559"
"E02000309","E01001431"
"E02000311","E01001394"
"E02000311","E01001500"
"E02000311","E01001560"
"E02000311","E01001397"
"E02000311","E01001556"
"E02000311","E01001395"
"E02000312","E01001501"
"E02000312","E01001391"
"E02000312","E01001396"
"E02000312","E01001393"
"E02000312","E01001527"
"E02000312","E01001390"
"E02000313","E01001693"
"E02000313","E01001690"
"E02000313","E01001692"
"E02000313","E01001694"
"E02000314","E01033745"
"E02000314","E01001687"
"E02000314","E01033741"
"E02000314","E01033739"
"E02000314","E01001688"
"E02000314","E01033740"
"E02000314","E01033743"
"E02000315","E01001576"
"E02000315","E01001575"
"E02000315","E01001578"
"E02000315","E01001577"
"E02000315","E01001579"
"E02000316","E01033737"
"E02000316","E01001711"
"E02000316","E01033731"
"E02000316","E01033735"
"E02000316","E01033736"
"E02000316","E01033734"
"E02000316","E01001712"
"E02000316","E01001709"
"E02000317","E01001713"
"E02000317","E01001705"
"E02000317","E01001710"
"E02000317","E01001706"
"E02000317","E01001708"
"E02000318","E01001675"
"E02000318","E01001677"
"E02000318","E01001672"
"E02000318","E01001674"
"E02000318","E01001673"
"E02000319","E01001631"
"E02000319","E01033742"
"E02000319","E01001635"
"E02000319","E01033744"
"E02000319","E01001632"
"E02000319","E01001636"
"E02000320","E01001571"
"E02000320","E01001573"
"E02000320","E01001572"
"E02000320","E01001574"
"E02000321","E01001634"
"E02000321","E01001637"
"E02000321","E01001633"
"E02000321","E01001629"
"E02000323","E01001704"
"E02000323","E01001700"
"E02000323","E01001695"
"E02000323","E01001696"
"E02000323","E01001697"
"E02000323","E01001703"
"E02000324","E01001589"
"E02000324","E01001591"
"E02000324","E01001588"
"E02000324","E01001595"
"E02000326","E01001593"
"E02000326","E01001590"
"E02000326","E01001594"
"E02000326","E01001592"
"E02000327","E01001699"
"E02000327","E01001698"
"E02000327","E01001701"
"E02000327","E01001702"
"E02000328","E01001585"
"E02000328","E01001586"
"E02000328","E01001581"
"E02000328","E01001587"
"E02000329","E01001684"
"E02000329","E01001683"
"E02000329","E01001685"
"E02000329","E01001678"
"E02000331","E01001646"
"E02000331","E01001652"
"E02000331","E01001650"
"E02000331","E01001651"
"E02000332","E01001680"
"E02000332","E01001682"
"E02000332","E01001686"
"E02000332","E01001681"
"E02000332","E01001679"
"E02000333","E01001583"
"E02000333","E01001584"
"E02000333","E01001580"
"E02000333","E01001582"
"E02000334","E01001648"
"E02000334","E01001645"
"E02000334","E01001649"
"E02000334","E01001647"
"E02000335","E01001611"
"E02000335","E01001605"
"E02000335","E01001610"
"E02000335","E01001606"
"E02000337","E01001625"
"E02000337","E01001624"
"E02000337","E01001620"
"E02000337","E01001623"
"E02000337","E01001621"
"E02000339","E01001608"
"E02000339","E01001607"
"E02000339","E01001604"
"E02000339","E01001609"
"E02000340","E01001614"
"E02000340","E01001617"
"E02000340","E01001613"
"E02000340","E01001615"
"E02000341","E01001655"
"E02000341","E01001661"
"E02000341","E01001660"
"E02000341","E01001654"
"E02000341","E01001653"
"E02000342","E01001618"
"E02000342","E01001619"
"E02000342","E01033729"
"E02000343","E01001602"
"E02000343","E01001597"
"E02000343","E01001598"
"E02000343","E01001603"
"E02000344","E01001599"
"E02000344","E01001600"
"E02000344","E01001596"
"E02000344","E01001601"
"E02000345","E01001823"
"E02000345","E01001808"
"E02000345","E01001825"
"E02000345","E01001809"
"E02000345","E01001814"
"E02000346","E01033701"
"E02000346","E01001811"
"E02000346","E01001714"
"E02000346","E01001813"
"E02000347","E01001804"
"E02000347","E01001799"
"E02000347","E01001807"
"E02000347","E01001802"
"E02000347","E01001812"
"E02000348","E01001824"
"E02000348","E01001800"
"E02000348","E01001826"
"E02000348","E01001726"
"E02000348","E01001725"
"E02000350","E01001769"
"E02000350","E01001727"
"E02000350","E01001724"
"E02000350","E01001723"
"E02000350","E01001768"
"E02000351","E01001715"
"E02000351","E01001716"
"E02000351","E01001717"
"E02000351","E01001718"
"E02000351","E01001720"
"E02000351","E01001719"
"E02000352","E01001742"
"E02000352","E01001806"
"E02000352","E01001801"
"E02000352","E01001803"
"E02000353","E01001741"
"E02000353","E01001829"
"E02000353","E01001831"
"E02000353","E01001832"
"E02000353","E01001805"
"E02000354","E01001764"
"E02000354","E01033703"
"E02000354","E01001765"
"E02000354","E01033713"
"E02000354","E01001767"
"E02000354","E01001770"
"E02000355","E01001792"
"E02000355","E01001794"
"E02000355","E01001795"
"E02000355","E01001796"
"E02000355","E01001793"
"E02000356","E01001738"
"E02000356","E01001739"
"E02000356","E01001736"
"E02000356","E01001737"
"E02000357","E01001787"
"E02000357","E01001788"
"E02000357","E01001790"
"E02000357","E01001786"
"E02000358","E01001830"
"E02000358","E01001740"
"E02000358","E01001747"
"E02000358","E01001835"
"E02000358","E01001834"
"E02000358","E01001833"
"E02000359","E01001789"
"E02000359","E01001733"
"E02000359","E01001785"
"E02000359","E01001791"
"E02000360","E01001757"
"E02000360","E01001759"
"E02000360","E01001758"
"E02000360","E01001745"
"E02000360","E01001761"
"E02000360","E01001746"
"E02000361","E01001734"
"E02000361","E01001762"
"E02000361","E01001760"
"E02000361","E01001731"
"E02000362","E01001848"
"E02000362","E01001847"
"E02000362","E01001849"
"E02000362","E01001846"
"E02000363","E01001735"
"E02000363","E01001729"
"E02000363","E01001732"
"E02000363","E01001730"
"E02000363","E01001850"
"E02000363","E01001838"
"E02000364","E01001819"
"E02000364","E01001749"
"E02000364","E01001763"
"E02000364","E01001816"
"E02000364","E01001748"
"E02000365","E01001751"
"E02000365","E01001750"
"E02000365","E01033700"
"E02000365","E01033707"
"E02000365","E01001756"
"E02000365","E01001744"
"E02000365","E01033699"
"E02000365","E01033698"
"E02000366","E01001840"
"E02000366","E01001841"
"E02000366","E01001845"
"E02000366","E01001836"
"E02000366","E01001844"
"E02000367","E01001842"
"E02000367","E01001837"
"E02000367","E01033704"
"E02000367","E01001839"
"E02000367","E01001843"
"E02000367","E01033712"
"E02000368","E01001820"
"E02000368","E01001821"
"E02000368","E01001774"
"E02000368","E01001772"
"E02000368","E01001775"
"E02000368","E01001815"
"E02000369","E01001754"
"E02000369","E01001752"
"E02000369","E01001773"
"E02000369","E01001753"
"E02000369","E01001755"
"E02000369","E01001776"
"E02000370","E01001781"
"E02000370","E01001779"
"E02000370","E01001782"
"E02000370","E01001783"
"E02000371","E01033708"
"E02000371","E01001784"
"E02000371","E01001780"
"E02000371","E01033709"
"E02000371","E01033711"
"E02000371","E01033706"
"E02000371","E01001777"
"E02000372","E01001876"
"E02000372","E01001877"
"E02000372","E01001874"
"E02000372","E01001878"
"E02000372","E01001875"
"E02000373","E01001955"
"E02000373","E01001957"
"E02000373","E01001961"
"E02000373","E01001958"
"E02000374","E01001959"
"E02000374","E01001954"
"E02000374","E01001960"
"E02000374","E01001956"
"E02000375","E01001946"
"E02000375","E01001943"
"E02000375","E01001944"
"E02000375","E01001945"
"E02000376","E01001940"
"E02000376","E01001862"
"E02000376","E01001941"
"E02000376","E01001942"
"E02000377","E01001860"
"E02000377","E01001858"
"E02000377","E01001864"
"E02000377","E01001863"
"E02000377","E01001861"
"E02000378","E01001854"
"E02000378","E01001857"
"E02000378","E01001852"
"E02000378","E01001853"
"E02000379","E01001927"
"E02000379","E01001930"
"E02000379","E01001865"
"E02000379","E01001859"
"E02000380","E01001895"
"E02000380","E01001897"
"E02000380","E01001896"
"E02000380","E01001929"
"E02000381","E01001873"
"E02000381","E01001855"
"E02000381","E01001869"
"E02000381","E01001851"
"E02000381","E01001856"
"E02000382","E01001933"
"E02000382","E01001928"
"E02000382","E01001931"
"E02000382","E01001932"
"E02000383","E01001867"
"E02000383","E01001866"
"E02000383","E01001872"
"E02000383","E01001868"
"E02000383","E01001870"
"E02000383","E01001871"
"E02000384","E01001898"
"E02000384","E01001894"
"E02000384","E01001899"
"E02000384","E01001900"
"E02000384","E01001893"
"E02000385","E01001913"
"E02000385","E01001889"
"E02000385","E01001914"
"E02000385","E01001910"
"E02000386","E01001909"
"E02000386","E01001908"
"E02000386","E01001911"
"E02000386","E01001912"
"E02000386","E01001885"
"E02000387","E01001890"
"E02000387","E01001887"
"E02000387","E01001892"
"E02000387","E01001886"
"E02000388","E01001883"
"E02000388","E01001881"
"E02000388","E01001882"
"E02000388","E01001884"
"E02000388","E01001880"
"E02000389","E01001919"
"E02000389","E01001891"
"E02000389","E01001917"
"E02000389","E01001918"
"E02000389","E01001888"
"E02000390","E01001902"
"E02000390","E01001903"
"E02000390","E01001901"
"E02000390","E01001879"
"E02000391","E01001923"
"E02000391","E01001922"
"E02000391","E01001920"
"E02000391","E01001921"
"E02000391","E01001924"
"E02000392","E01001949"
"E02000392","E01001951"
"E02000392","E01001947"
"E02000392","E01001950"
"E02000392","E01001953"
"E02000392","E01001948"
"E02000393","E01001906"
"E02000393","E01001907"
"E02000393","E01001905"
"E02000393","E01001904"
"E02000394","E01001939"
"E02000394","E01001935"
"E02000394","E01032790"
"E02000394","E01032789"
"E02000394","E01032788"
"E02000395","E01001926"
"E02000395","E01001952"
"E02000395","E01001916"
"E02000395","E01001915"
"E02000396","E01001938"
"E02000396","E01001925"
"E02000396","E01001937"
"E02000396","E01001934"
"E02000397","E01001975"
"E02000397","E01001969"
"E02000397","E01001971"
"E02000397","E01001974"
"E02000398","E01002037"
"E02000398","E01002036"
"E02000398","E01002040"
"E02000398","E01002039"
"E02000400","E01001962"
"E02000400","E01001973"
"E02000400","E01001970"
"E02000400","E01001972"
"E02000401","E01002096"
"E02000401","E01002097"
"E02000401","E01002093"
"E02000401","E01002090"
"E02000402","E01002094"
"E02000402","E01002095"
"E02000402","E01002092"
"E02000402","E01002091"
"E02000403","E01002102"
"E02000403","E01002101"
"E02000403","E01002098"
"E02000403","E01002105"
"E02000404","E01002099"
"E02000404","E01002100"
"E02000404","E01002103"
"E02000404","E01002104"
"E02000405","E01001964"
"E02000405","E01001966"
"E02000405","E01001965"
"E02000405","E01001963"
"E02000406","E01002028"
"E02000406","E01002027"
"E02000406","E01002033"
"E02000406","E01002032"
"E02000407","E01001977"
"E02000407","E01001979"
"E02000407","E01001976"
"E02000407","E01001978"
"E02000408","E01002074"
"E02000408","E01002077"
"E02000408","E01002079"
"E02000408","E01002081"
"E02000409","E01002089"
"E02000409","E01002086"
"E02000409","E01002082"
"E02000409","E01002088"
"E02000410","E01001997"
"E02000410","E01001967"
"E02000410","E01001968"
"E02000410","E01001996"
"E02000411","E01002075"
"E02000411","E01002078"
"E02000411","E01002076"
"E02000411","E01002080"
"E02000412","E01002026"
"E02000412","E01002031"
"E02000412","E01002030"
"E02000412","E01002029"
"E02000413","E01001991"
"E02000413","E01001995"
"E02000413","E01001992"
"E02000413","E01001993"
"E02000414","E01001980"
"E02000414","E01001983"
"E02000414","E01001982"
"E02000414","E01001981"
"E02000415","E01002087"
"E02000415","E01002084"
"E02000415","E01002083"
"E02000415","E01002085"
"E02000416","E01002015"
"E02000416","E01033086"
"E02000416","E01002014"
"E02000416","E01002018"
"E02000416","E01033085"
"E02000417","E01002023"
"E02000417","E01002025"
"E02000417","E01002020"
"E02000417","E01002022"
"E02000418","E01002021"
"E02000418","E01002024"
"E02000418","E01002019"
"E02000418","E01002013"
"E02000419","E01002004"
"E02000419","E01001999"
"E02000419","E01001998"
"E02000419","E01002003"
"E02000420","E01002069"
"E02000420","E01002067"
"E02000420","E01002070"
"E02000420","E01002073"
"E02000421","E01002071"
"E02000421","E01002066"
"E02000421","E01002068"
"E02000421","E01002072"
"E02000422","E01002046"
"E02000422","E01002043"
"E02000422","E01002045"
"E02000422","E01002049"
"E02000423","E01002048"
"E02000423","E01002047"
"E02000423","E01002044"
"E02000423","E01002042"
"E02000424","E01002016"
"E02000424","E01002060"
"E02000424","E01002017"
"E02000424","E01002059"
"E02000425","E01002052"
"E02000425","E01002055"
"E02000425","E01002050"
"E02000425","E01002051"
"E02000426","E01002011"
"E02000426","E01001994"
"E02000426","E01002010"
"E02000426","E01002008"
"E02000427","E01002002"
"E02000427","E01002001"
"E02000427","E01002058"
"E02000427","E01002000"
"E02000428","E01002053"
"E02000428","E01002057"
"E02000428","E01002056"
"E02000428","E01002054"
"E02000429","E01001984"
"E02000429","E01001989"
"E02000429","E01001987"
"E02000429","E01001985"
"E02000430","E01001990"
"E02000430","E01001988"
"E02000430","E01002062"
"E02000430","E01001986"
"E02000431","E01002006"
"E02000431","E01002009"
"E02000431","E01002007"
"E02000431","E01002005"
"E02000432","E01002064"
"E02000432","E01002065"
"E02000432","E01002063"
"E02000432","E01002061"
"E02000433","E01002114"
"E02000433","E01002226"
"E02000433","E01002225"
"E02000433","E01002112"
"E02000434","E01002118"
"E02000434","E01002117"
"E02000434","E01002115"
"E02000434","E01002113"
"E02000434","E01002116"
"E02000435","E01002228"
"E02000435","E01002227"
"E02000435","E01002229"
"E02000435","E01002230"
"E02000436","E01002146"
"E02000436","E01002147"
"E02000436","E01002144"
"E02000436","E01002149"
"E02000437","E01002145"
"E02000437","E01002140"
"E02000437","E01002143"
"E02000437","E01002141"
"E02000437","E01002142"
"E02000438","E01002150"
"E02000438","E01002139"
"E02000438","E01002151"
"E02000438","E01002148"
"E02000438","E01002152"
"E02000439","E01002121"
"E02000439","E01002119"
"E02000439","E01002122"
"E02000439","E01002120"
"E02000439","E01002123"
"E02000440","E01002110"
"E02000440","E01002109"
"E02000440","E01002106"
"E02000440","E01002108"
"E02000440","E01002111"
"E02000441","E01002185"
"E02000441","E01002190"
"E02000441","E01002187"
"E02000441","E01002186"
"E02000442","E01002200"
"E02000442","E01002125"
"E02000442","E01002198"
"E02000442","E01002124"
"E02000442","E01002203"
"E02000443","E01002234"
"E02000443","E01002233"
"E02000443","E01002235"
"E02000443","E01002236"
"E02000443","E01002232"
"E02000444","E01002199"
"E02000444","E01002107"
"E02000444","E01002197"
"E02000444","E01002201"
"E02000444","E01002202"
"E02000445","E01002184"
"E02000445","E01002231"
"E02000445","E01002180"
"E02000445","E01002183"
"E02000445","E01002179"
"E02000447","E01002162"
"E02000447","E01002154"
"E02000447","E01002163"
"E02000447","E01002156"
"E02000448","E01002188"
"E02000448","E01002192"
"E02000448","E01002193"
"E02000448","E01002189"
"E02000449","E01002168"
"E02000449","E01002166"
"E02000449","E01002169"
"E02000449","E01002165"
"E02000449","E01002167"
"E02000451","E01002158"
"E02000451","E01002157"
"E02000451","E01002155"
"E02000451","E01002153"
"E02000452","E01002128"
"E02000452","E01002130"
"E02000452","E01002181"
"E02000452","E01002182"
"E02000453","E01002160"
"E02000453","E01002159"
"E02000453","E01002161"
"E02000453","E01002164"
"E02000454","E01002194"
"E02000454","E01002195"
"E02000454","E01002196"
"E02000454","E01002191"
"E02000455","E01002126"
"E02000455","E01002131"
"E02000455","E01002129"
"E02000455","E01002127"
"E02000456","E01002242"
"E02000456","E01002237"
"E02000456","E01002238"
"E02000456","E01002240"
"E02000457","E01002239"
"E02000457","E01002208"
"E02000457","E01002209"
"E02000457","E01002241"
"E02000459","E01002133"
"E02000459","E01002213"
"E02000459","E01002136"
"E02000459","E01002138"
"E02000460","E01002217"
"E02000460","E01002212"
"E02000460","E01002211"
"E02000460","E01002216"
"E02000461","E01002132"
"E02000461","E01002137"
"E02000461","E01002134"
"E02000461","E01002135"
"E02000462","E01002221"
"E02000462","E01002219"
"E02000462","E01002218"
"E02000462","E01002222"
"E02000463","E01002215"
"E02000463","E01002224"
"E02000463","E01002220"
"E02000463","E01002214"
"E02000463","E01002223"
"E02000464","E01002276"
"E02000464","E01002313"
"E02000464","E01002278"
"E02000464","E01002312"
"E02000465","E01002281"
"E02000465","E01002299"
"E02000465","E01002283"
"E02000465","E01002279"
"E02000465","E01002277"
"E02000466","E01002301"
"E02000466","E01002307"
"E02000466","E01002304"
"E02000466","E01002303"
"E02000466","E01002306"
"E02000467","E01002282"
"E02000467","E01002314"
"E02000467","E01002316"
"E02000467","E01002297"
"E02000467","E01002284"
"E02000467","E01002280"
"E02000468","E01002331"
"E02000468","E01002305"
"E02000468","E01002326"
"E02000468","E01002308"
"E02000468","E01002302"
"E02000469","E01002311"
"E02000469","E01002310"
"E02000469","E01002309"
"E02000469","E01002315"
"E02000470","E01002294"
"E02000470","E01002298"
"E02000470","E01002296"
"E02000470","E01002300"
"E02000470","E01002293"
"E02000471","E01002336"
"E02000471","E01002334"
"E02000471","E01002341"
"E02000471","E01002339"
"E02000471","E01002333"
"E02000472","E01002340"
"E02000472","E01002335"
"E02000472","E01002327"
"E02000472","E01002332"
"E02000472","E01002338"
"E02000472","E01002328"
"E02000473","E01002377"
"E02000473","E01002269"
"E02000473","E01002295"
"E02000473","E01002378"
"E02000473","E01002383"
"E02000473","E01002268"
"E02000474","E01002329"
"E02000474","E01002325"
"E02000474","E01002245"
"E02000474","E01002330"
"E02000474","E01002244"
"E02000475","E01002380"
"E02000475","E01002354"
"E02000475","E01002381"
"E02000475","E01002337"
"E02000475","E01002376"
"E02000475","E01002379"
"E02000476","E01002243"
"E02000476","E01032742"
"E02000476","E01032741"
"E02000476","E01002353"
"E02000476","E01002356"
"E02000477","E01002317"
"E02000477","E01002272"
"E02000477","E01002318"
"E02000477","E01002274"
"E02000477","E01002382"
"E02000477","E01002355"
"E02000478","E01002275"
"E02000478","E01002270"
"E02000478","E01002271"
"E02000478","E01002273"
"E02000479","E01002351"
"E02000479","E01002319"
"E02000479","E01002350"
"E02000479","E01002352"
"E02000479","E01002358"
"E02000480","E01002251"
"E02000480","E01002249"
"E02000480","E01002247"
"E02000480","E01002246"
"E02000480","E01002248"
"E02000480","E01002250"
"E02000481","E01002391"
"E02000481","E01002252"
"E02000481","E01002256"
"E02000481","E01002258"
"E02000481","E01002259"
"E02000482","E01002253"
"E02000482","E01002384"
"E02000482","E01002254"
"E02000482","E01002257"
"E02000483","E01002363"
"E02000483","E01002361"
"E02000483","E01002359"
"E02000483","E01002367"
"E02000483","E01002360"
"E02000484","E01002323"
"E02000484","E01002324"
"E02000484","E01002320"
"E02000484","E01002322"
"E02000484","E01002321"
"E02000485","E01002292"
"E02000485","E01002386"
"E02000485","E01002255"
"E02000485","E01002289"
"E02000485","E01002362"
"E02000486","E01002366"
"E02000486","E01002364"
"E02000486","E01002287"
"E02000486","E01002365"
"E02000486","E01002291"
"E02000487","E01002388"
"E02000487","E01002390"
"E02000487","E01002387"
"E02000487","E01002385"
"E02000487","E01002389"
"E02000488","E01002285"
"E02000488","E01002286"
"E02000488","E01002290"
"E02000488","E01002265"
"E02000488","E01002288"
"E02000489","E01002264"
"E02000489","E01002260"
"E02000489","E01002263"
"E02000489","E01002262"
"E02000489","E01002261"
"E02000490","E01002374"
"E02000490","E01002372"
"E02000490","E01002373"
"E02000490","E01002266"
"E02000490","E01002267"
"E02000491","E01002369"
"E02000491","E01002368"
"E02000491","E01002370"
"E02000491","E01002375"
"E02000491","E01002371"
"E02000492","E01002343"
"E02000492","E01002348"
"E02000492","E01002349"
"E02000492","E01002344"
"E02000493","E01002347"
"E02000493","E01002342"
"E02000493","E01002345"
"E02000493","E01002346"
"E02000494","E01002475"
