"MSOA11CD","LSOA11CD"
"E02000494","E01002477"
"E02000494","E01002476"
"E02000494","E01002473"
"E02000494","E01002482"
"E02000495","E01002485"
"E02000495","E01002484"
"E02000495","E01002478"
"E02000495","E01002474"
"E02000495","E01002483"
"E02000495","E01002472"
"E02000496","E01002442"
"E02000496","E01002441"
"E02000496","E01002440"
"E02000496","E01002439"
"E02000496","E01002438"
"E02000497","E01002480"
"E02000497","E01002479"
"E02000497","E01002436"
"E02000497","E01002433"
"E02000497","E01002481"
"E02000498","E01002538"
"E02000498","E01002534"
"E02000498","E01002539"
"E02000498","E01002533"
"E02000499","E01002437"
"E02000499","E01002431"
"E02000499","E01002418"
"E02000499","E01002419"
"E02000499","E01002432"
"E02000500","E01002434"
"E02000500","E01002435"
"E02000500","E01002535"
"E02000500","E01002430"
"E02000500","E01002470"
"E02000501","E01002421"
"E02000501","E01002416"
"E02000501","E01002471"
"E02000501","E01002420"
"E02000501","E01002417"
"E02000502","E01002537"
"E02000502","E01002536"
"E02000502","E01002465"
"E02000502","E01002494"
"E02000502","E01002467"
"E02000503","E01002415"
"E02000503","E01002468"
"E02000503","E01002495"
"E02000503","E01002469"
"E02000503","E01002466"
"E02000504","E01002462"
"E02000504","E01002458"
"E02000504","E01002459"
"E02000504","E01002460"
"E02000504","E01002464"
"E02000506","E01002516"
"E02000506","E01002512"
"E02000506","E01002513"
"E02000506","E01002461"
"E02000506","E01002463"
"E02000507","E01002450"
"E02000507","E01002451"
"E02000507","E01002454"
"E02000507","E01002452"
"E02000507","E01002453"
"E02000508","E01002514"
"E02000508","E01002414"
"E02000508","E01002515"
"E02000508","E01033725"
"E02000509","E01002521"
"E02000509","E01033724"
"E02000509","E01002520"
"E02000509","E01002523"
"E02000510","E01002456"
"E02000510","E01002412"
"E02000510","E01002410"
"E02000510","E01002511"
"E02000510","E01002509"
"E02000511","E01002425"
"E02000511","E01002424"
"E02000511","E01002427"
"E02000511","E01002428"
"E02000511","E01002422"
"E02000511","E01002423"
"E02000512","E01002455"
"E02000512","E01002409"
"E02000512","E01002408"
"E02000512","E01002429"
"E02000512","E01002457"
"E02000513","E01002542"
"E02000513","E01002540"
"E02000513","E01002543"
"E02000513","E01002392"
"E02000513","E01002393"
"E02000514","E01002398"
"E02000514","E01002399"
"E02000514","E01002397"
"E02000514","E01002426"
"E02000514","E01002394"
"E02000514","E01002395"
"E02000515","E01002518"
"E02000515","E01002519"
"E02000515","E01002413"
"E02000515","E01002411"
"E02000515","E01002550"
"E02000515","E01002554"
"E02000516","E01002544"
"E02000516","E01002545"
"E02000516","E01002546"
"E02000516","E01002547"
"E02000516","E01002541"
"E02000517","E01002404"
"E02000517","E01002401"
"E02000517","E01002403"
"E02000517","E01002402"
"E02000517","E01002400"
"E02000518","E01002553"
"E02000518","E01002552"
"E02000518","E01002549"
"E02000518","E01002548"
"E02000518","E01002551"
"E02000519","E01002396"
"E02000519","E01002505"
"E02000519","E01002502"
"E02000519","E01002501"
"E02000519","E01002508"
"E02000520","E01002504"
"E02000520","E01002405"
"E02000520","E01002503"
"E02000520","E01002406"
"E02000520","E01002506"
"E02000520","E01002507"
"E02000521","E01002526"
"E02000521","E01002532"
"E02000521","E01002528"
"E02000521","E01002486"
"E02000521","E01002487"
"E02000522","E01002530"
"E02000522","E01002525"
"E02000522","E01002531"
"E02000522","E01002445"
"E02000522","E01002529"
"E02000523","E01002490"
"E02000523","E01002492"
"E02000523","E01002488"
"E02000523","E01002407"
"E02000523","E01002489"
"E02000524","E01002447"
"E02000524","E01002527"
"E02000524","E01002444"
"E02000524","E01002446"
"E02000525","E01002449"
"E02000525","E01002491"
"E02000525","E01002493"
"E02000525","E01002443"
"E02000525","E01002448"
"E02000526","E01002573"
"E02000526","E01002574"
"E02000526","E01002575"
"E02000526","E01002570"
"E02000526","E01002569"
"E02000528","E01033081"
"E02000528","E01002568"
"E02000528","E01002562"
"E02000528","E01002564"
"E02000528","E01033082"
"E02000528","E01002566"
"E02000529","E01002625"
"E02000529","E01002631"
"E02000529","E01002626"
"E02000529","E01002620"
"E02000529","E01002627"
"E02000530","E01002634"
"E02000530","E01002633"
"E02000530","E01002638"
"E02000530","E01002637"
"E02000531","E01002565"
"E02000531","E01002567"
"E02000531","E01002684"
"E02000531","E01002563"
"E02000531","E01002686"
"E02000532","E01002572"
"E02000532","E01002690"
"E02000532","E01002571"
"E02000532","E01002689"
"E02000532","E01002577"
"E02000532","E01002578"
"E02000533","E01002576"
"E02000533","E01002582"
"E02000533","E01002580"
"E02000533","E01002579"
"E02000533","E01002581"
"E02000534","E01002675"
"E02000534","E01002678"
"E02000534","E01002680"
"E02000534","E01002679"
"E02000535","E01002619"
"E02000535","E01002635"
"E02000535","E01002632"
"E02000535","E01002636"
"E02000535","E01002622"
"E02000536","E01002618"
"E02000536","E01002629"
"E02000536","E01002621"
"E02000536","E01002623"
"E02000536","E01002628"
"E02000537","E01002640"
"E02000537","E01002676"
"E02000537","E01002630"
"E02000537","E01002639"
"E02000537","E01002674"
"E02000538","E01002585"
"E02000538","E01002589"
"E02000538","E01002583"
"E02000538","E01002586"
"E02000538","E01002584"
"E02000539","E01002669"
"E02000539","E01002681"
"E02000539","E01002668"
"E02000539","E01002683"
"E02000539","E01002682"
"E02000540","E01002643"
"E02000540","E01002677"
"E02000540","E01002658"
"E02000540","E01002642"
"E02000540","E01002645"
"E02000541","E01002588"
"E02000541","E01002661"
"E02000541","E01002665"
"E02000541","E01002587"
"E02000541","E01002660"
"E02000542","E01002624"
"E02000542","E01002646"
"E02000542","E01002663"
"E02000542","E01002662"
"E02000542","E01002664"
"E02000543","E01002641"
"E02000543","E01033083"
"E02000543","E01002657"
"E02000543","E01002649"
"E02000543","E01033084"
"E02000543","E01002648"
"E02000544","E01002654"
"E02000544","E01002655"
"E02000544","E01002656"
"E02000544","E01002653"
"E02000544","E01002659"
"E02000545","E01002673"
"E02000545","E01002671"
"E02000545","E01002670"
"E02000545","E01002667"
"E02000545","E01002672"
"E02000546","E01002650"
"E02000546","E01002647"
"E02000546","E01002652"
"E02000546","E01002651"
"E02000546","E01002666"
"E02000547","E01002595"
"E02000547","E01002592"
"E02000547","E01002590"
"E02000547","E01002556"
"E02000547","E01002555"
"E02000548","E01002559"
"E02000548","E01002560"
"E02000548","E01002561"
"E02000548","E01002557"
"E02000548","E01002558"
"E02000549","E01002613"
"E02000549","E01002612"
"E02000549","E01002591"
"E02000549","E01002611"
"E02000549","E01002594"
"E02000549","E01002593"
"E02000550","E01033030"
"E02000550","E01002600"
"E02000550","E01002598"
"E02000550","E01033000"
"E02000550","E01002599"
"E02000550","E01002603"
"E02000551","E01002606"
"E02000551","E01002604"
"E02000551","E01002607"
"E02000551","E01002615"
"E02000551","E01002605"
"E02000552","E01002614"
"E02000552","E01002596"
"E02000552","E01002602"
"E02000552","E01002616"
"E02000552","E01002601"
"E02000553","E01002610"
"E02000553","E01002617"
"E02000553","E01002609"
"E02000553","E01002608"
"E02000554","E01002758"
"E02000554","E01002756"
"E02000554","E01002804"
"E02000554","E01002755"
"E02000554","E01002807"
"E02000554","E01002811"
"E02000555","E01002772"
"E02000555","E01002760"
"E02000555","E01002754"
"E02000555","E01002753"
"E02000555","E01002759"
"E02000555","E01002757"
"E02000556","E01002808"
"E02000556","E01002809"
"E02000556","E01002805"
"E02000556","E01002806"
"E02000556","E01002810"
"E02000556","E01002735"
"E02000557","E01002771"
"E02000557","E01002768"
"E02000557","E01002774"
"E02000557","E01002773"
"E02000557","E01002770"
"E02000558","E01002736"
"E02000558","E01002732"
"E02000558","E01002737"
"E02000558","E01002734"
"E02000558","E01002751"
"E02000559","E01033493"
"E02000559","E01002749"
"E02000559","E01002748"
"E02000559","E01002747"
"E02000559","E01033494"
"E02000559","E01002742"
"E02000560","E01002730"
"E02000560","E01002733"
"E02000560","E01002763"
"E02000560","E01002731"
"E02000561","E01002788"
"E02000561","E01002769"
"E02000561","E01002785"
"E02000561","E01002789"
"E02000562","E01002744"
"E02000562","E01002743"
"E02000562","E01002752"
"E02000562","E01002738"
"E02000562","E01002741"
"E02000563","E01002764"
"E02000563","E01002784"
"E02000563","E01002787"
"E02000563","E01002786"
"E02000563","E01002783"
"E02000564","E01002762"
"E02000564","E01033491"
"E02000564","E01033486"
"E02000564","E01002767"
"E02000564","E01033487"
"E02000564","E01033488"
"E02000564","E01033492"
"E02000565","E01002779"
"E02000565","E01002782"
"E02000565","E01002781"
"E02000565","E01002777"
"E02000565","E01002778"
"E02000566","E01002739"
"E02000566","E01002796"
"E02000566","E01002795"
"E02000566","E01002745"
"E02000566","E01002740"
"E02000567","E01002718"
"E02000567","E01002716"
"E02000567","E01002780"
"E02000567","E01002775"
"E02000567","E01002721"
"E02000567","E01002776"
"E02000568","E01002708"
"E02000568","E01002766"
"E02000568","E01002713"
"E02000568","E01002712"
"E02000568","E01002765"
"E02000569","E01002717"
"E02000569","E01002720"
"E02000569","E01002719"
"E02000569","E01002793"
"E02000569","E01002790"
"E02000569","E01002791"
"E02000570","E01002700"
"E02000570","E01002792"
"E02000570","E01002699"
"E02000570","E01002698"
"E02000570","E01002714"
"E02000571","E01002797"
"E02000571","E01002798"
"E02000571","E01002722"
"E02000571","E01002800"
"E02000571","E01002799"
"E02000572","E01002697"
"E02000572","E01002710"
"E02000572","E01002709"
"E02000572","E01002715"
"E02000572","E01002694"
"E02000573","E01002803"
"E02000573","E01002801"
"E02000573","E01002802"
"E02000573","E01002696"
"E02000573","E01002794"
"E02000574","E01002729"
"E02000574","E01002727"
"E02000574","E01002728"
"E02000574","E01002695"
"E02000574","E01002711"
"E02000575","E01002725"
"E02000575","E01002726"
"E02000575","E01002707"
"E02000575","E01033490"
"E02000575","E01002723"
"E02000575","E01033489"
"E02000575","E01002724"
"E02000576","E01002702"
"E02000576","E01002704"
"E02000576","E01002703"
"E02000576","E01002701"
"E02000576","E01002706"
"E02000577","E01002855"
"E02000577","E01002857"
"E02000577","E01002852"
"E02000577","E01002853"
"E02000577","E01002854"
"E02000578","E01002907"
"E02000578","E01002906"
"E02000578","E01002904"
"E02000578","E01002905"
"E02000579","E01002876"
"E02000579","E01002909"
"E02000579","E01002908"
"E02000579","E01002878"
"E02000579","E01002877"
"E02000580","E01002831"
"E02000580","E01002832"
"E02000580","E01002856"
"E02000580","E01002829"
"E02000580","E01002830"
"E02000581","E01002880"
"E02000581","E01002872"
"E02000581","E01002870"
"E02000581","E01002881"
"E02000581","E01002879"
"E02000582","E01002884"
"E02000582","E01002885"
"E02000582","E01002886"
"E02000582","E01002882"
"E02000582","E01002883"
"E02000583","E01002871"
"E02000583","E01002833"
"E02000583","E01002873"
"E02000583","E01002875"
"E02000583","E01002874"
"E02000584","E01002826"
"E02000584","E01002828"
"E02000584","E01002824"
"E02000584","E01002827"
"E02000584","E01002825"
"E02000585","E01002864"
"E02000585","E01002866"
"E02000585","E01002867"
"E02000585","E01002868"
"E02000585","E01002869"
"E02000586","E01002891"
"E02000586","E01002889"
"E02000586","E01002890"
"E02000586","E01002887"
"E02000586","E01002892"
"E02000587","E01002813"
"E02000587","E01002816"
"E02000587","E01002817"
"E02000587","E01002815"
"E02000587","E01002865"
"E02000588","E01002819"
"E02000588","E01002818"
"E02000588","E01002859"
"E02000588","E01002863"
"E02000588","E01002860"
"E02000589","E01002888"
"E02000589","E01002834"
"E02000589","E01002839"
"E02000589","E01002812"
"E02000589","E01002850"
"E02000590","E01002861"
"E02000590","E01002823"
"E02000590","E01002858"
"E02000590","E01002821"
"E02000590","E01002862"
"E02000591","E01002847"
"E02000591","E01002814"
"E02000591","E01002848"
"E02000591","E01002851"
"E02000592","E01002820"
"E02000592","E01002837"
"E02000592","E01002836"
"E02000592","E01002822"
"E02000592","E01002835"
"E02000593","E01002898"
"E02000593","E01002893"
"E02000593","E01002846"
"E02000593","E01002849"
"E02000593","E01002894"
"E02000594","E01002902"
"E02000594","E01002899"
"E02000594","E01002903"
"E02000594","E01002900"
"E02000594","E01002901"
"E02000595","E01002844"
"E02000595","E01002845"
"E02000595","E01002914"
"E02000595","E01002911"
"E02000595","E01002910"
"E02000596","E01002896"
"E02000596","E01002895"
"E02000596","E01002838"
"E02000596","E01002897"
"E02000596","E01002912"
"E02000597","E01002843"
"E02000597","E01002840"
"E02000597","E01002913"
"E02000597","E01002842"
"E02000597","E01002841"
"E02000598","E01003008"
"E02000598","E01003009"
"E02000598","E01003006"
"E02000598","E01003010"
"E02000598","E01003007"
"E02000599","E01002952"
"E02000599","E01002959"
"E02000599","E01002955"
"E02000599","E01002956"
"E02000599","E01002953"
"E02000600","E01002957"
"E02000600","E01002951"
"E02000600","E01002935"
"E02000600","E01002938"
"E02000600","E01002954"
"E02000601","E01002933"
"E02000601","E01003011"
"E02000601","E01002934"
"E02000601","E01033568"
"E02000601","E01002937"
"E02000601","E01033569"
"E02000602","E01002964"
"E02000602","E01002971"
"E02000602","E01002972"
"E02000602","E01002974"
"E02000602","E01002969"
"E02000603","E01002932"
"E02000603","E01002970"
"E02000603","E01002962"
"E02000603","E01002960"
"E02000603","E01002973"
"E02000604","E01002931"
"E02000604","E01002963"
"E02000604","E01002929"
"E02000604","E01002930"
"E02000604","E01002985"
"E02000605","E01002928"
"E02000605","E01002958"
"E02000605","E01002961"
"E02000605","E01002986"
"E02000605","E01002927"
"E02000606","E01002968"
"E02000606","E01002965"
"E02000606","E01002967"
"E02000606","E01002990"
"E02000606","E01002991"
"E02000607","E01002926"
"E02000607","E01002922"
"E02000607","E01002992"
"E02000607","E01002966"
"E02000608","E01002987"
"E02000608","E01002921"
"E02000608","E01002988"
"E02000608","E01002989"
"E02000609","E01002980"
"E02000609","E01002984"
"E02000609","E01002977"
"E02000609","E01002975"
"E02000609","E01002981"
"E02000610","E01002923"
"E02000610","E01002995"
"E02000610","E01002999"
"E02000610","E01002925"
"E02000610","E01002993"
"E02000611","E01002920"
"E02000611","E01002917"
"E02000611","E01002915"
"E02000611","E01002924"
"E02000611","E01002916"
"E02000612","E01002983"
"E02000612","E01002979"
"E02000612","E01002982"
"E02000612","E01002976"
"E02000612","E01002978"
"E02000613","E01002997"
"E02000613","E01002998"
"E02000613","E01002996"
"E02000613","E01002994"
"E02000613","E01003002"
"E02000614","E01002919"
"E02000614","E01003001"
"E02000614","E01003000"
"E02000614","E01003003"
"E02000614","E01002918"
"E02000615","E01002942"
"E02000615","E01002941"
"E02000615","E01003004"
"E02000615","E01003005"
"E02000615","E01002939"
"E02000616","E01002944"
"E02000616","E01002947"
"E02000616","E01002946"
"E02000616","E01002945"
"E02000617","E01002943"
"E02000617","E01002940"
"E02000617","E01002948"
"E02000617","E01002949"
"E02000617","E01002950"
"E02000619","E01003015"
"E02000619","E01003111"
"E02000619","E01003112"
"E02000619","E01003110"
"E02000619","E01003108"
"E02000620","E01003106"
"E02000620","E01003109"
"E02000620","E01003101"
"E02000620","E01003107"
"E02000620","E01003105"
"E02000621","E01003102"
"E02000621","E01003129"
"E02000621","E01003122"
"E02000621","E01003104"
"E02000621","E01033208"
"E02000621","E01033207"
"E02000622","E01003099"
"E02000622","E01003183"
"E02000622","E01003100"
"E02000622","E01003098"
"E02000622","E01003180"
"E02000623","E01003124"
"E02000623","E01003123"
"E02000623","E01003097"
"E02000623","E01003125"
"E02000623","E01003121"
"E02000624","E01003186"
"E02000624","E01003187"
"E02000624","E01003181"
"E02000624","E01003184"
"E02000624","E01003185"
"E02000625","E01003091"
"E02000625","E01003128"
"E02000625","E01003089"
"E02000625","E01003092"
"E02000625","E01003126"
"E02000626","E01003046"
"E02000626","E01003182"
"E02000626","E01003188"
"E02000626","E01003048"
"E02000626","E01003075"
"E02000627","E01003096"
"E02000627","E01003088"
"E02000627","E01003093"
"E02000627","E01003094"
"E02000627","E01003127"
"E02000628","E01003059"
"E02000628","E01003045"
"E02000628","E01003060"
"E02000628","E01003049"
"E02000628","E01003047"
"E02000628","E01003061"
"E02000629","E01003036"
"E02000629","E01003035"
"E02000629","E01003034"
"E02000629","E01003095"
"E02000629","E01003090"
"E02000630","E01003038"
"E02000630","E01003037"
"E02000630","E01003039"
"E02000630","E01003040"
"E02000630","E01003042"
"E02000631","E01003076"
"E02000631","E01003073"
"E02000631","E01003072"
"E02000631","E01003077"
"E02000631","E01003078"
"E02000632","E01003019"
"E02000632","E01003053"
"E02000632","E01003058"
"E02000632","E01003056"
"E02000632","E01003054"
"E02000633","E01003055"
"E02000633","E01003050"
"E02000633","E01003176"
"E02000633","E01003020"
"E02000633","E01003052"
"E02000634","E01003032"
"E02000634","E01003057"
"E02000634","E01003041"
"E02000634","E01003029"
"E02000635","E01003043"
"E02000635","E01003051"
"E02000635","E01003044"
"E02000635","E01003071"
"E02000635","E01003074"
"E02000636","E01003027"
"E02000636","E01003026"
"E02000636","E01003033"
"E02000636","E01003028"
"E02000636","E01003030"
"E02000637","E01003178"
"E02000637","E01003018"
"E02000637","E01003171"
"E02000637","E01003177"
"E02000637","E01003173"
"E02000638","E01003025"
"E02000638","E01003021"
"E02000638","E01003023"
"E02000638","E01003024"
"E02000638","E01003022"
"E02000639","E01003159"
"E02000639","E01003160"
"E02000639","E01003137"
"E02000639","E01003162"
"E02000639","E01003136"
"E02000640","E01003157"
"E02000640","E01003031"
"E02000640","E01003163"
"E02000640","E01003156"
"E02000640","E01003161"
"E02000640","E01003158"
"E02000641","E01003174"
"E02000641","E01003172"
"E02000641","E01003179"
"E02000641","E01003132"
"E02000641","E01003175"
"E02000642","E01003165"
"E02000642","E01003164"
"E02000642","E01003168"
"E02000642","E01003170"
"E02000642","E01003169"
"E02000643","E01003130"
"E02000643","E01003151"
"E02000643","E01003135"
"E02000643","E01003131"
"E02000643","E01003138"
"E02000644","E01003080"
"E02000644","E01003079"
"E02000644","E01003152"
"E02000644","E01003133"
"E02000644","E01003134"
"E02000645","E01003166"
"E02000645","E01003167"
"E02000645","E01003081"
"E02000645","E01003066"
"E02000645","E01003064"
"E02000646","E01003155"
"E02000646","E01003118"
"E02000646","E01003153"
"E02000646","E01003117"
"E02000646","E01003116"
"E02000647","E01003085"
"E02000647","E01003149"
"E02000647","E01003084"
"E02000647","E01003083"
"E02000647","E01003154"
"E02000648","E01003065"
"E02000648","E01003068"
"E02000648","E01003082"
"E02000648","E01003087"
"E02000648","E01003086"
"E02000649","E01003120"
"E02000649","E01003113"
"E02000649","E01003119"
"E02000649","E01003114"
"E02000649","E01003150"
"E02000649","E01003148"
"E02000650","E01003070"
"E02000650","E01003063"
"E02000650","E01003069"
"E02000650","E01003062"
"E02000650","E01003067"
"E02000651","E01003144"
"E02000651","E01003115"
"E02000651","E01003141"
"E02000651","E01003147"
"E02000651","E01003145"
"E02000652","E01003140"
"E02000652","E01003143"
"E02000652","E01003139"
"E02000652","E01003142"
"E02000652","E01003146"
"E02000653","E01003249"
"E02000653","E01003244"
"E02000653","E01003250"
"E02000653","E01003245"
"E02000653","E01003247"
"E02000654","E01003246"
"E02000654","E01003252"
"E02000654","E01003248"
"E02000654","E01003253"
"E02000654","E01003251"
"E02000655","E01003302"
"E02000655","E01003305"
"E02000655","E01003297"
"E02000655","E01003301"
"E02000655","E01003299"
"E02000657","E01003210"
"E02000657","E01003209"
"E02000657","E01003207"
"E02000657","E01003215"
"E02000657","E01003212"
"E02000658","E01003339"
"E02000658","E01003341"
"E02000658","E01003340"
"E02000658","E01003343"
"E02000658","E01003338"
"E02000659","E01003204"
"E02000659","E01003201"
"E02000659","E01003205"
"E02000659","E01003206"
"E02000659","E01003199"
"E02000660","E01033325"
"E02000660","E01033324"
"E02000660","E01003211"
"E02000660","E01003213"
"E02000660","E01003214"
"E02000661","E01003200"
"E02000661","E01003203"
"E02000661","E01003202"
"E02000661","E01003198"
"E02000662","E01003336"
"E02000662","E01003345"
"E02000662","E01003344"
"E02000662","E01003337"
"E02000662","E01003342"
"E02000663","E01003278"
"E02000663","E01003277"
"E02000663","E01003279"
"E02000663","E01003273"
"E02000664","E01003291"
"E02000664","E01003288"
"E02000664","E01003296"
"E02000664","E01033327"
"E02000664","E01033341"
"E02000664","E01003290"
"E02000665","E01003282"
"E02000665","E01003284"
"E02000665","E01003283"
"E02000665","E01003286"
"E02000666","E01003274"
"E02000666","E01003272"
"E02000666","E01003275"
"E02000666","E01003276"
"E02000667","E01003232"
"E02000667","E01003231"
"E02000667","E01003233"
"E02000667","E01003225"
"E02000668","E01003280"
"E02000668","E01003281"
"E02000668","E01003287"
"E02000668","E01003285"
"E02000669","E01033320"
"E02000669","E01003295"
"E02000669","E01033322"
"E02000669","E01003292"
"E02000669","E01003293"
"E02000670","E01003325"
"E02000670","E01003319"
"E02000670","E01003320"
"E02000670","E01003323"
"E02000671","E01003227"
"E02000671","E01003230"
"E02000671","E01003228"
"E02000671","E01003226"
"E02000671","E01003229"
"E02000672","E01003324"
"E02000672","E01003322"
"E02000672","E01003317"
"E02000672","E01003321"
"E02000672","E01003318"
"E02000673","E01003261"
"E02000673","E01003260"
"E02000673","E01003254"
"E02000673","E01003255"
"E02000673","E01003262"
"E02000674","E01003222"
"E02000674","E01003217"
"E02000674","E01003220"
"E02000674","E01003224"
"E02000674","E01003218"
"E02000675","E01003268"
"E02000675","E01003270"
"E02000675","E01003271"
"E02000675","E01003269"
"E02000675","E01003263"
"E02000676","E01003316"
"E02000676","E01003314"
"E02000676","E01003307"
"E02000676","E01003308"
"E02000676","E01003315"
"E02000677","E01003216"
"E02000677","E01003223"
"E02000677","E01003221"
"E02000677","E01003219"
"E02000678","E01003346"
"E02000678","E01003354"
"E02000678","E01003351"
"E02000678","E01003349"
"E02000679","E01003309"
"E02000679","E01003311"
"E02000679","E01003310"
"E02000679","E01003312"
"E02000679","E01003313"
"E02000680","E01003258"
"E02000680","E01003256"
"E02000680","E01003257"
"E02000680","E01003259"
"E02000681","E01003194"
"E02000681","E01003193"
"E02000681","E01003196"
"E02000681","E01003195"
"E02000681","E01003197"
"E02000682","E01003348"
"E02000682","E01003353"
"E02000682","E01003352"
"E02000682","E01003347"
"E02000682","E01003350"
"E02000683","E01003266"
"E02000683","E01003267"
"E02000683","E01003264"
"E02000683","E01003265"
"E02000685","E01003332"
"E02000685","E01003329"
"E02000685","E01003331"
"E02000685","E01003330"
"E02000685","E01003334"
"E02000686","E01003191"
"E02000686","E01003189"
"E02000686","E01003192"
"E02000686","E01003190"
"E02000687","E01003327"
"E02000687","E01003333"
"E02000687","E01003326"
"E02000687","E01003328"
"E02000687","E01003335"
"E02000689","E01003478"
"E02000689","E01003472"
"E02000689","E01003475"
"E02000689","E01003474"
"E02000689","E01003473"
"E02000690","E01003464"
"E02000690","E01003460"
"E02000690","E01003462"
"E02000690","E01003465"
"E02000691","E01003476"
"E02000691","E01003454"
"E02000691","E01003456"
"E02000691","E01003400"
"E02000691","E01003477"
"E02000692","E01003401"
"E02000692","E01003402"
"E02000692","E01003404"
"E02000692","E01003403"
"E02000692","E01003461"
"E02000693","E01003371"
"E02000693","E01003369"
"E02000693","E01003367"
"E02000693","E01003455"
"E02000693","E01003370"
"E02000694","E01003360"
"E02000694","E01003459"
"E02000694","E01003457"
"E02000694","E01003458"
"E02000694","E01003359"
"E02000695","E01003397"
"E02000695","E01003398"
"E02000695","E01003395"
"E02000695","E01003396"
"E02000695","E01003394"
"E02000696","E01003372"
"E02000696","E01003393"
"E02000696","E01003407"
"E02000696","E01003406"
"E02000696","E01003368"
"E02000697","E01003355"
"E02000697","E01003356"
"E02000697","E01003383"
"E02000697","E01003384"
"E02000697","E01003358"
"E02000698","E01003445"
"E02000698","E01003443"
"E02000698","E01003442"
"E02000698","E01003463"
"E02000698","E01003444"
"E02000699","E01003382"
"E02000699","E01003385"
"E02000699","E01003399"
"E02000699","E01003423"
"E02000699","E01003380"
"E02000700","E01003410"
"E02000700","E01003376"
"E02000700","E01003408"
"E02000700","E01003357"
"E02000700","E01003377"
"E02000701","E01003389"
"E02000701","E01003392"
"E02000701","E01003388"
"E02000701","E01003409"
"E02000701","E01003386"
"E02000702","E01003411"
"E02000702","E01003412"
"E02000702","E01003391"
"E02000702","E01003435"
"E02000702","E01003387"
"E02000703","E01003424"
"E02000703","E01003361"
"E02000703","E01003426"
"E02000703","E01003428"
"E02000703","E01003425"
"E02000704","E01003381"
"E02000704","E01003471"
"E02000704","E01003447"
"E02000704","E01003366"
"E02000704","E01003446"
"E02000705","E01003414"
"E02000705","E01003415"
"E02000705","E01003413"
"E02000705","E01003416"
"E02000705","E01003434"
"E02000706","E01003405"
"E02000706","E01003373"
"E02000706","E01003378"
"E02000706","E01003379"
"E02000706","E01003390"
"E02000707","E01003432"
"E02000707","E01003431"
"E02000707","E01003433"
"E02000707","E01003429"
"E02000707","E01003430"
"E02000708","E01003468"
"E02000708","E01003467"
"E02000708","E01003466"
"E02000708","E01003470"
"E02000708","E01003469"
"E02000709","E01003362"
"E02000709","E01003365"
"E02000709","E01003363"
"E02000709","E01003421"
"E02000709","E01003364"
"E02000710","E01003375"
"E02000710","E01003440"
"E02000710","E01003437"
"E02000710","E01003374"
"E02000710","E01003441"
"E02000711","E01003453"
"E02000711","E01003436"
"E02000711","E01003448"
"E02000711","E01003439"
"E02000711","E01003427"
"E02000712","E01003438"
"E02000712","E01003452"
"E02000712","E01003449"
"E02000712","E01003450"
"E02000712","E01003451"
"E02000713","E01003422"
"E02000713","E01003418"
"E02000713","E01003417"
"E02000713","E01003419"
"E02000713","E01003420"
"E02000714","E01003543"
"E02000714","E01003544"
"E02000714","E01003546"
"E02000714","E01003550"
"E02000715","E01003583"
"E02000715","E01003581"
"E02000715","E01003576"
"E02000715","E01003582"
"E02000716","E01003584"
"E02000716","E01003586"
"E02000716","E01003590"
"E02000716","E01003578"
"E02000717","E01003579"
"E02000717","E01003587"
"E02000717","E01003591"
"E02000717","E01003585"
"E02000718","E01003528"
"E02000718","E01003577"
"E02000718","E01003580"
"E02000718","E01003575"
"E02000719","E01003545"
"E02000719","E01003548"
"E02000719","E01003549"
"E02000719","E01003557"
"E02000720","E01003561"
"E02000720","E01003567"
"E02000720","E01003555"
"E02000720","E01003547"
"E02000721","E01003558"
"E02000721","E01003571"
"E02000721","E01003572"
"E02000721","E01003556"
"E02000721","E01003570"
"E02000722","E01003554"
"E02000722","E01003553"
"E02000722","E01003559"
"E02000722","E01003551"
"E02000723","E01003534"
"E02000723","E01003532"
"E02000723","E01003531"
"E02000723","E01003530"
"E02000723","E01003529"
"E02000724","E01003560"
"E02000724","E01003589"
"E02000724","E01003533"
"E02000724","E01003563"
"E02000724","E01003588"
"E02000725","E01003616"
"E02000725","E01003617"
"E02000725","E01003618"
"E02000725","E01003619"
"E02000726","E01033586"
"E02000726","E01033579"
"E02000726","E01033578"
"E02000726","E01033583"
"E02000726","E01003615"
"E02000727","E01003564"
"E02000727","E01003565"
"E02000727","E01003566"
"E02000727","E01003562"
"E02000728","E01003626"
"E02000728","E01003627"
"E02000728","E01003625"
"E02000728","E01003628"
"E02000728","E01003629"
"E02000729","E01003635"
"E02000729","E01003552"
"E02000729","E01003597"
"E02000729","E01003596"
"E02000730","E01003573"
"E02000730","E01003569"
"E02000730","E01003574"
"E02000730","E01003568"
"E02000731","E01003525"
"E02000731","E01003521"
"E02000731","E01003520"
"E02000731","E01003522"
"E02000731","E01003526"
"E02000732","E01003488"
"E02000732","E01003489"
"E02000732","E01003490"
"E02000732","E01003524"
"E02000733","E01003632"
"E02000733","E01003631"
"E02000733","E01003636"
"E02000733","E01003633"
"E02000733","E01003634"
"E02000734","E01003598"
"E02000734","E01003637"
"E02000734","E01003600"
"E02000734","E01003630"
"E02000735","E01003491"
"E02000735","E01003592"
"E02000735","E01003606"
"E02000735","E01003599"
"E02000736","E01003536"
"E02000736","E01003623"
"E02000736","E01003621"
